Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	wt_0h_1 Spectral Count	wt_0h_2 Spectral Count	wt_0h_3 Spectral Count	wt_10h_1 Spectral Count	wt_10h_2 Spectral Count	wt_10h_3 Spectral Count	wt_2h_1 Spectral Count	wt_2h_2 Spectral Count	wt_2h_3 Spectral Count	wt_4h_1 Spectral Count	wt_4h_2 Spectral Count	wt_4h_3 Spectral Count	wt_8h_1 Spectral Count	wt_8h_2 Spectral Count	wt_8h_3 Spectral Count	wt_0h_1 Unique Spectral Count	wt_0h_2 Unique Spectral Count	wt_0h_3 Unique Spectral Count	wt_10h_1 Unique Spectral Count	wt_10h_2 Unique Spectral Count	wt_10h_3 Unique Spectral Count	wt_2h_1 Unique Spectral Count	wt_2h_2 Unique Spectral Count	wt_2h_3 Unique Spectral Count	wt_4h_1 Unique Spectral Count	wt_4h_2 Unique Spectral Count	wt_4h_3 Unique Spectral Count	wt_8h_1 Unique Spectral Count	wt_8h_2 Unique Spectral Count	wt_8h_3 Unique Spectral Count	wt_0h_1 Total Spectral Count	wt_0h_2 Total Spectral Count	wt_0h_3 Total Spectral Count	wt_10h_1 Total Spectral Count	wt_10h_2 Total Spectral Count	wt_10h_3 Total Spectral Count	wt_2h_1 Total Spectral Count	wt_2h_2 Total Spectral Count	wt_2h_3 Total Spectral Count	wt_4h_1 Total Spectral Count	wt_4h_2 Total Spectral Count	wt_4h_3 Total Spectral Count	wt_8h_1 Total Spectral Count	wt_8h_2 Total Spectral Count	wt_8h_3 Total Spectral Count	wt_0h_1 Intensity	wt_0h_2 Intensity	wt_0h_3 Intensity	wt_10h_1 Intensity	wt_10h_2 Intensity	wt_10h_3 Intensity	wt_2h_1 Intensity	wt_2h_2 Intensity	wt_2h_3 Intensity	wt_4h_1 Intensity	wt_4h_2 Intensity	wt_4h_3 Intensity	wt_8h_1 Intensity	wt_8h_2 Intensity	wt_8h_3 Intensity	wt_0h_1 MaxLFQ Intensity	wt_0h_2 MaxLFQ Intensity	wt_0h_3 MaxLFQ Intensity	wt_10h_1 MaxLFQ Intensity	wt_10h_2 MaxLFQ Intensity	wt_10h_3 MaxLFQ Intensity	wt_2h_1 MaxLFQ Intensity	wt_2h_2 MaxLFQ Intensity	wt_2h_3 MaxLFQ Intensity	wt_4h_1 MaxLFQ Intensity	wt_4h_2 MaxLFQ Intensity	wt_4h_3 MaxLFQ Intensity	wt_8h_1 MaxLFQ Intensity	wt_8h_2 MaxLFQ Intensity	wt_8h_3 MaxLFQ Intensity	Indistinguishable Proteins
sp|C0HLF1|TSTD_DICDI	C0HLF1	TSTD_DICDI	tstD	154	Dictyostelium discoideum	1:Experimental evidence at protein level	TSET complex member tstD	1.0	0.999	3	6	6	6	0	0	1	1	0	1	1	0	0	1	0	0	1	0	0	0	0	1	1	0	1	1	0	0	1	0	0	1	0	0	0	0	1	1	0	1	1	0	0	1	0	0	1	0	0	2.2741094E7	3.2992172E7	3.6900692E7	4.4636E7	4.259876E7	3.4622272E7	2.8343488E7	3.2823858E7	4.3937804E7	3.3455766E7	3.055342E7	8608497.0	1.4937464E7	9613606.0	3.8253624E7	2.0121518E7	1.9397946E7	1.9945948E7	1.952485E7	2.0485414E7	1.6291834E7	2.5078564E7	1.850787E7	2.1144148E7	1.573269E7	1.7250148E7	1.6023386E7	1.4572042E7	1.9056776E7	1.7921602E7	
sp|C7G046|Y6969_DICDI	C7G046	Y6969_DICDI	DDB_G0286969	2079	Dictyostelium discoideum	4:Protein predicted	von Willebrand factor A domain-containing protein DDB_G0286969	1.0	0.999	40	216	216	216	15	14	14	11	15	16	15	17	14	12	15	18	16	10	14	15	14	14	11	15	16	15	17	14	12	15	18	16	10	14	15	14	14	11	15	16	15	17	14	12	15	18	16	10	14	2.56910336E8	2.53714208E8	2.77145664E8	2.08802224E8	1.6721488E8	1.3210376E8	2.62742432E8	2.2840688E8	1.99357056E8	1.86790496E8	2.128136E8	2.49354208E8	1.86146816E8	1.616712E8	1.9266464E8	1.16822752E8	1.20824312E8	1.18310336E8	1.04848424E8	1.05454992E8	1.05229536E8	1.18434E8	1.1724904E8	1.09503712E8	1.10350488E8	1.07055608E8	1.096734E8	1.14602832E8	1.05743352E8	1.11688464E8	
sp|O00780|VATE_DICDI	O00780	VATE_DICDI	vatE	233	Dictyostelium discoideum	1:Experimental evidence at protein level	V-type proton ATPase subunit E	1.0	0.999	23	383	383	383	29	27	28	19	18	21	27	29	30	28	28	28	25	25	21	29	27	28	19	18	21	27	29	30	28	28	28	25	25	21	29	27	28	19	18	21	27	29	30	28	28	28	25	25	21	2.86678016E9	3.08149427E9	3.25578496E9	3.22671616E9	2.27605222E9	3.05829222E9	3.4028567E9	3.3684119E9	4.3267896E9	3.37723443E9	4.20925389E9	3.87022848E9	2.86382541E9	3.01848448E9	3.13498342E9	1.36243955E9	1.4360032E9	1.4790944E9	1.23027469E9	8.3886483E8	1.29544461E9	1.53162419E9	1.57293222E9	1.55113728E9	1.52785651E9	1.64741555E9	1.61536192E9	1.25887475E9	1.22916365E9	1.2482473E9	
sp|O00835|ERCC3_DICDI	O00835	ERCC3_DICDI	repB	800	Dictyostelium discoideum	2:Experimental evidence at transcript level	General transcription and DNA repair factor IIH helicase subunit XPB	0.9784	0.999	2	5	5	5	1	1	0	1	0	0	0	0	0	0	1	0	0	0	1	1	1	0	1	0	0	0	0	0	0	1	0	0	0	1	1	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0.0	2517747.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O00897|CALML_DICDI	O00897	CALML_DICDI	calB	149	Dictyostelium discoideum	2:Experimental evidence at transcript level	Calmodulin-like protein	1.0	0.999	11	101	101	101	6	7	6	7	6	7	7	10	5	4	7	9	6	6	8	6	7	6	7	6	7	7	10	5	4	7	9	6	6	8	6	7	6	7	6	7	7	10	5	4	7	9	6	6	8	5.19875776E8	6.49936E8	4.88400768E8	6.2081434E8	3.98433344E8	6.8659712E8	5.27053824E8	6.0379411E8	7.512393E8	5.8718611E8	6.8994054E8	6.9281939E8	5.2558752E8	5.7976646E8	5.7117613E8	2.47317424E8	2.90236736E8	2.48495456E8	2.80420416E8	1.66027824E8	2.7401072E8	2.50599776E8	2.76322624E8	3.18882848E8	2.9713792E8	2.8814448E8	3.04544352E8	2.67222144E8	2.9381936E8	2.641204E8	
sp|O00899|GAPA_DICDI	O00899	GAPA_DICDI	gapA	860	Dictyostelium discoideum	1:Experimental evidence at protein level	Ras GTPase-activating-like protein gapA	1.0	0.999	22	139	139	139	8	9	8	11	8	14	8	8	7	8	7	9	11	10	13	8	9	8	11	8	14	8	8	7	8	7	9	11	10	13	8	9	8	11	8	14	8	8	7	8	7	9	11	10	13	1.97203344E8	1.87362624E8	1.99882912E8	2.51930848E8	2.19627424E8	2.09625344E8	2.21354768E8	2.0138896E8	1.90820416E8	2.09561136E8	2.22987616E8	2.08433088E8	2.27724144E8	2.23217888E8	2.13821744E8	8.0442888E7	7.4244864E7	7.1970712E7	1.01038768E8	9.3042968E7	9.4527232E7	7.7768672E7	7.9931264E7	7.6637824E7	9.0814696E7	8.331164E7	7.9340912E7	1.01336976E8	9.3280328E7	8.5673104E7	
sp|O00909|ARF1_DICDI	O00909	ARF1_DICDI	arfA	182	Dictyostelium discoideum	1:Experimental evidence at protein level	ADP-ribosylation factor 1	1.0	0.999	11	295	295	295	19	22	22	22	22	22	14	21	19	21	19	15	22	16	19	19	22	22	22	22	22	14	21	19	21	19	15	22	16	19	19	22	22	22	22	22	14	21	19	21	19	15	22	16	19	4.8428073E9	4.8686188E9	5.354818E9	5.1910784E9	4.891138E9	5.1235236E9	5.080703E9	4.7135437E9	4.8455516E9	4.9193196E9	5.4533079E9	4.8569513E9	4.9334385E9	4.8555054E9	5.0704942E9	2.14654003E9	2.38535757E9	2.71268531E9	2.89906022E9	2.57552845E9	3.04817971E9	2.08167475E9	2.22072064E9	2.82991949E9	2.29757133E9	2.49219123E9	2.33281715E9	2.68848E9	2.42131866E9	2.76113434E9	
sp|O00910|STATA_DICDI	O00910	STATA_DICDI	dstA	707	Dictyostelium discoideum	1:Experimental evidence at protein level	Signal transducer and activator of transcription A	1.0	0.999	4	25	25	25	2	2	2	1	2	2	1	1	1	2	1	2	2	2	2	2	2	2	1	2	2	1	1	1	2	1	2	2	2	2	2	2	2	1	2	2	1	1	1	2	1	2	2	2	2	2.7570508E7	2.3669502E7	7.561944E7	5.2412744E7	2.2918516E7	7.5273208E7	2.9914484E7	2.6369186E7	5.000864E7	3.619486E7	3.0917374E7	4.1792448E7	5.78554E7	2.5684702E7	6.6067296E7	2.7697722E7	2.3778716E7	4.6807312E7	3.460474E7	2.3024264E7	4.7527936E7	3.0052512E7	1.0173444E7	3.2462498E7	2.3994616E7	3.106003E7	2.8213626E7	3.7592416E7	2.5803214E7	4.3281264E7	
sp|O15692|DRE2_DICDI	O15692	DRE2_DICDI	rsc43	256	Dictyostelium discoideum	2:Experimental evidence at transcript level	Anamorsin homolog	1.0	0.999	13	145	145	145	7	9	11	7	11	10	9	8	13	11	9	9	9	11	11	7	9	11	7	11	10	9	8	13	11	9	9	9	11	11	7	9	11	7	11	10	9	8	13	11	9	9	9	11	11	3.82081728E8	3.86318592E8	3.68583456E8	4.07300736E8	2.21866864E8	3.8430912E8	4.25297792E8	4.06472992E8	4.7935344E8	3.8449616E8	3.4118128E8	3.84642304E8	3.52053536E8	4.05983776E8	4.23424416E8	1.6418376E8	1.65292528E8	1.78931856E8	1.79773504E8	1.49581504E8	1.99339008E8	1.71487664E8	1.81048496E8	2.6437832E8	2.01705968E8	1.629756E8	1.97948736E8	1.99463216E8	1.81104496E8	2.23516512E8	
sp|O15706|VACA_DICDI	O15706	VACA_DICDI	vacA	598	Dictyostelium discoideum	1:Experimental evidence at protein level	Vacuolin-A	1.0	0.999	30	377	285	377	20	22	30	12	22	29	29	25	24	29	27	38	23	19	28	14	16	24	10	15	23	22	18	19	22	20	31	17	14	20	20	22	30	12	22	29	29	25	24	29	27	38	23	19	28	9.7896986E8	8.3998765E8	1.1986016E9	7.2776013E8	7.7384986E8	9.7238886E8	1.2006313E9	1.17391437E9	1.07358195E9	1.30590989E9	1.5713655E9	1.67340877E9	8.9074893E8	9.6524826E8	1.16907482E9	6.1776749E8	5.4853216E8	6.9644634E8	4.59414112E8	5.9922138E8	6.8700685E8	8.0916006E8	7.8436275E8	7.9480422E8	9.0078189E8	9.9616973E8	1.07178317E9	5.7923686E8	6.1763904E8	8.181897E8	
sp|O15736|TIPD_DICDI	O15736	TIPD_DICDI	tipD	612	Dictyostelium discoideum	3:Protein inferred from homology	Protein tipD	1.0	0.999	3	6	6	6	1	0	0	0	1	0	0	0	2	0	0	0	1	0	1	1	0	0	0	1	0	0	0	2	0	0	0	1	0	1	1	0	0	0	1	0	0	0	2	0	0	0	1	0	1	3280489.2	0.0	0.0	5967466.5	0.0	6954950.5	0.0	0.0	1.6025744E7	5138911.0	0.0	3288882.8	7239085.0	5021805.5	4702400.0	3280489.2	0.0	0.0	5967466.5	0.0	6954950.5	0.0	0.0	1.6025744E7	5138911.0	0.0	3288882.8	7239085.0	5021805.5	4702400.0	
sp|O15743|SPNA_DICDI	O15743	SPNA_DICDI	spnA	975	Dictyostelium discoideum	1:Experimental evidence at protein level	Protein spalten	1.0	0.999	7	15	15	15	2	0	1	4	1	2	1	0	0	0	1	0	0	2	1	2	0	1	4	1	2	1	0	0	0	1	0	0	2	1	2	0	1	4	1	2	1	0	0	0	1	0	0	2	1	0.0	0.0	0.0	2.1640494E7	1.735964E7	2.0606616E7	0.0	0.0	8971496.0	1.0903508E7	9033682.0	9707978.0	2.3010714E7	1.7868544E7	2.1012186E7	1.1052121E7	3.3909456E7	1.872865E7	2.585913E7	2.3748466E7	2.4463986E7	1.5690608E7	1.5390013E7	1.535077E7	1.5320251E7	1.2342412E7	1.326368E7	3.0569118E7	2.4954884E7	2.9480098E7	
sp|O15746|RTCA_DICDI	O15746	RTCA_DICDI	rtca	433	Dictyostelium discoideum	3:Protein inferred from homology	Probable RNA 3'-terminal phosphate cyclase	1.0	0.999	3	18	18	18	0	1	1	2	1	2	2	1	1	1	0	2	1	2	1	0	1	1	2	1	2	2	1	1	1	0	2	1	2	1	0	1	1	2	1	2	2	1	1	1	0	2	1	2	1	1.6003408E7	1.979193E7	1.9798274E7	3.1218754E7	2.8989842E7	3.1188962E7	1.8123216E7	2.4224498E7	2.3739196E7	1.7288566E7	2.2403438E7	1.8283846E7	3.4073628E7	3.3897348E7	1.696664E7	1.6003408E7	1.979193E7	1.9798274E7	3.1487212E7	2.8989842E7	3.1188962E7	1.8123216E7	2.4224498E7	2.3739196E7	1.7288566E7	2.2403438E7	1.8283846E7	3.4073628E7	3.360834E7	1.696664E7	
sp|O15757|PP1_DICDI	O15757	PP1_DICDI	pppB	321	Dictyostelium discoideum	1:Experimental evidence at protein level	Serine/threonine-protein phosphatase PP1	1.0	0.999	13	137	137	137	8	15	11	6	7	11	8	9	12	8	10	9	9	7	7	8	15	11	6	7	11	8	9	12	8	10	9	9	7	7	8	15	11	6	7	11	8	9	12	8	10	9	9	7	7	4.81176096E8	4.34001024E8	3.96878848E8	3.93662272E8	4.71818464E8	4.05948992E8	4.41389088E8	4.01314592E8	3.97991616E8	3.95974304E8	3.83414688E8	3.78368832E8	4.00128352E8	4.29502336E8	4.11623328E8	2.574936E8	2.37670896E8	2.09203728E8	1.79180096E8	2.59293216E8	2.18799312E8	2.04335616E8	2.14827648E8	2.18829968E8	2.33422272E8	2.00604688E8	2.08908224E8	2.51757888E8	2.19081536E8	2.3650264E8	
sp|O15818|CLU_DICDI	O15818	CLU_DICDI	clua	1320	Dictyostelium discoideum	1:Experimental evidence at protein level	Clustered mitochondria protein homolog	1.0	0.999	52	439	439	439	37	46	29	22	24	29	25	29	32	34	28	31	25	21	27	37	46	29	22	24	29	25	29	32	34	28	31	25	21	27	37	46	29	22	24	29	25	29	32	34	28	31	25	21	27	5.4892019E8	5.7039514E8	6.2926272E8	2.76724E8	2.61341056E8	2.8740576E8	5.05356928E8	5.0036512E8	3.0684096E8	3.82714176E8	4.62296128E8	4.51532096E8	2.84136192E8	3.25945536E8	3.5048336E8	2.26975904E8	2.07538352E8	1.9827072E8	1.25484064E8	1.16799024E8	1.4877728E8	1.92365392E8	1.94529712E8	1.85468992E8	1.83299904E8	1.69442352E8	1.57263328E8	1.51599664E8	1.49771312E8	1.49775264E8	
sp|O15819|H33A_DICDI	O15819	H33A_DICDI	H3a	139	Dictyostelium discoideum	1:Experimental evidence at protein level	Histone H3.3 type a	1.0	0.999	7	46	27	46	3	3	2	4	4	3	3	2	8	2	4	2	2	2	2	2	1	1	3	2	1	2	1	6	1	3	2	1	1	0	3	3	2	4	4	3	3	2	8	2	4	2	2	2	2	9.2280934E8	8.503856E8	1.01871616E9	1.8238144E9	1.22662925E9	1.30226483E9	2.62933504E9	1.19242867E9	1.89733926E9	1.35163533E9	1.80891264E9	1.09962624E9	1.32720128E9	1.45701082E9	1.33037606E9	4.56364032E8	4.2489728E8	4.86671808E8	8.4375277E8	5.5180557E8	6.124032E8	1.23753152E9	5.5242733E8	8.819031E8	6.8976858E8	8.6312E8	5.4773754E8	6.3237478E8	6.4500122E8	6.5950694E8	
sp|O21032|RM16_DICDI	O21032	RM16_DICDI	mrpl16	144	Dictyostelium discoideum	3:Protein inferred from homology	60S ribosomal protein L16, mitochondrial	0.9994	0.999	2	7	7	7	0	1	0	1	0	1	0	1	1	0	0	0	1	0	1	0	1	0	1	0	1	0	1	1	0	0	0	1	0	1	0	1	0	1	0	1	0	1	1	0	0	0	1	0	1	1.01445192E8	1.33501056E8	7.5771896E7	0.0	1.1315894E7	1.022146E7	1.13369248E8	1.22859856E8	1.26399632E8	1.6834538E7	1.37793056E8	1.19937624E8	1.4883706E7	0.0	8.8149632E7	8746145.0	7.5661536E7	5.071234E7	0.0	5.8567808E7	5.2903332E7	5.8740096E7	7.8601384E7	7.989404E7	8.713072E7	6.9867416E7	6.9207632E7	7.7033776E7	0.0	4.5673036E7	
sp|O21033|RM14_DICDI	O21033	RM14_DICDI	mrpl14	129	Dictyostelium discoideum	3:Protein inferred from homology	60S ribosomal protein L14, mitochondrial	1.0	0.999	3	23	23	23	2	1	1	2	2	2	2	1	3	1	2	1	1	1	1	2	1	1	2	2	2	2	1	3	1	2	1	1	1	1	2	1	1	2	2	2	2	1	3	1	2	1	1	1	1	8.450596E7	9.8227344E7	1.1911216E8	8.6011328E7	1.02185648E8	8.6958112E7	1.11059752E8	9.9180192E7	5.4719504E7	1.17654E8	1.10472664E8	1.08013456E8	8.95228E7	9.1152704E7	9.3876032E7	4.6103152E7	5.3698412E7	6.5118528E7	4.5458244E7	5.5933916E7	4.7431744E7	6.0748524E7	5.4236568E7	5.7430732E7	6.4401548E7	5.936172E7	5.9143852E7	4.901864E7	4.950768E7	5.1394332E7	
sp|O21034|MP30_DICDI	O21034	MP30_DICDI	DidioMp30	188	Dictyostelium discoideum	4:Protein predicted	Uncharacterized mitochondrial protein 30	1.0	0.999	4	29	29	29	2	2	1	1	3	1	2	2	3	1	3	3	1	2	2	2	2	1	1	3	1	2	2	3	1	3	3	1	2	2	2	2	1	1	3	1	2	2	3	1	3	3	1	2	2	1.27931672E8	1.2339092E8	6.86432E7	6.3864688E7	8.1793264E7	7.7093024E7	2.02018528E8	1.35596256E8	8.5062456E7	9.9491616E7	1.38804288E8	1.35333808E8	1.036478E8	1.36222848E8	8.6459936E7	7.621876E7	6.2386024E7	9.318108E7	4.7759092E7	5.04299E7	6.6334068E7	1.16568232E8	7.006028E7	6.4373284E7	9.5398672E7	7.970488E7	7.4138136E7	7.9042136E7	5.5902332E7	7.9553488E7	
sp|O21035|RT14_DICDI	O21035	RT14_DICDI	mrps14	101	Dictyostelium discoideum	3:Protein inferred from homology	Ribosomal protein S14, mitochondrial	1.0	0.999	3	20	20	20	2	2	1	1	2	1	1	1	2	1	1	1	1	2	1	2	2	1	1	2	1	1	1	2	1	1	1	1	2	1	2	2	1	1	2	1	1	1	2	1	1	1	1	2	1	6.4410792E7	7.0319296E7	1.8838328E7	3.076319E7	6.0117832E7	2.897717E7	6.9814912E7	6.4594268E7	5.4277016E7	8.0600128E7	3.6007928E7	5.9671228E7	5.028864E7	4.8410032E7	6.0823792E7	4.134688E7	4.5943288E7	3.5900212E7	2.9653176E7	3.8958312E7	2.79316E7	4.56009E7	4.2149632E7	3.5455136E7	5.13736E7	3.4708668E7	3.7272048E7	2.9016164E7	2.8250946E7	3.8249148E7	
sp|O21036|RT08_DICDI	O21036	RT08_DICDI	mrps8	152	Dictyostelium discoideum	3:Protein inferred from homology	Ribosomal protein S8, mitochondrial	1.0	0.999	5	22	7	22	2	2	1	1	1	2	2	1	2	1	1	3	1	1	1	1	1	0	0	0	1	1	0	1	0	0	2	0	0	0	2	2	1	1	1	2	2	1	2	1	1	3	1	1	1	1.03117424E8	9.5428E7	8.3795888E7	2.3131974E7	4.1259764E7	3.0070216E7	1.00824688E8	7.3558536E7	3.0369942E7	3.6834372E7	8.6557736E7	1.03572392E8	3.034529E7	8.1941736E7	3.5796572E7	7.25436E7	7.2655856E7	6.0042204E7	4.4804084E7	6.1357072E7	5.8242696E7	7.129E7	3.11833E7	6.5122652E7	7.134412E7	6.1469008E7	7.0805688E7	5.5842592E7	5.9589676E7	6.6831176E7	
sp|O21037|RM06_DICDI	O21037	RM06_DICDI	mrpl6	170	Dictyostelium discoideum	3:Protein inferred from homology	60S ribosomal protein L6, mitochondrial	1.0	0.999	3	18	18	18	1	3	1	1	1	1	3	1	0	1	1	1	1	0	2	1	3	1	1	1	1	3	1	0	1	1	1	1	0	2	1	3	1	1	1	1	3	1	0	1	1	1	1	0	2	1.6984256E8	8.3814632E7	7.2843213E8	1.37951584E8	1.354968E8	9.5697754E8	1.76784E8	1.67147328E8	9.5862608E7	1.4735536E8	1.90131312E8	8.2295168E7	1.29514704E8	7.7913704E7	8.8435744E7	8.3763928E7	9.0924744E7	8.7811888E7	6.7322336E7	8.690516E7	1.77277504E8	9.2997952E7	8.3372112E7	1.0891408E8	7.9637832E7	8.7551752E7	9.1106544E7	6.8787384E7	8.9800336E7	9.9643352E7	
sp|O21038|RT13_DICDI	O21038	RT13_DICDI	mrps13	169	Dictyostelium discoideum	3:Protein inferred from homology	Ribosomal protein S13, mitochondrial	0.7492	0.9851	1	2	2	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	6.3650256E7	5.3444596E7	6.700908E7	6.8710864E7	6.7729032E7	5.926512E7	1.30395704E8	6.1987668E7	5.6108984E7	7.4486184E7	6.9707072E7	5.2899496E7	6.5852356E7	0.0	6.1438392E7	6.3650256E7	5.3444596E7	6.700908E7	6.8710864E7	6.7729032E7	5.926512E7	1.30395704E8	6.1987668E7	5.6108984E7	7.4486184E7	6.9707072E7	5.2899496E7	6.5852356E7	0.0	6.1438392E7	
sp|O21042|COX1_DICDI	O21042	COX1_DICDI	cox1/2	764	Dictyostelium discoideum	2:Experimental evidence at transcript level	Cytochrome c oxidase subunit 1+2	1.0	0.999	10	128	128	128	7	7	7	7	11	8	9	8	9	9	9	10	7	10	10	7	7	7	7	11	8	9	8	9	9	9	10	7	10	10	7	7	7	7	11	8	9	8	9	9	9	10	7	10	10	1.66168077E9	1.56119949E9	1.75873254E9	1.79749235E9	9.6809146E8	2.07284224E9	1.7779479E9	1.71739827E9	1.76370918E9	1.58679411E9	2.03597466E9	1.89940787E9	1.7795447E9	1.85028352E9	2.1567831E9	6.70152E8	6.3108787E8	6.4779501E8	6.7989754E8	8.4259891E8	9.0412966E8	6.907001E8	7.2004493E8	7.4297914E8	7.2637414E8	8.0945581E8	7.7302067E8	7.4680038E8	7.9656141E8	9.259136E8	
sp|O21047|NU4M_DICDI	O21047	NU4M_DICDI	nad4	540	Dictyostelium discoideum	3:Protein inferred from homology	NADH-ubiquinone oxidoreductase chain 4	1.0	0.999	3	31	31	31	3	2	2	2	2	3	1	2	1	3	2	1	2	2	3	3	2	2	2	2	3	1	2	1	3	2	1	2	2	3	3	2	2	2	2	3	1	2	1	3	2	1	2	2	3	2.07524352E8	2.01771136E8	1.67838032E8	1.96697856E8	9.5671896E7	2.45346608E8	1.67625392E8	1.91568912E8	2.68893728E8	1.94819888E8	2.57101184E8	2.43269056E8	1.75748832E8	1.6619072E8	2.34981136E8	1.1957476E8	1.18095808E8	1.08220552E8	1.54847632E8	2.6958688E8	2.02206144E8	1.15041072E8	1.09492872E8	1.69453296E8	1.23114136E8	1.37520128E8	1.0999296E8	1.43906944E8	1.307854E8	1.9358936E8	
sp|O21048|NU2M_DICDI	O21048	NU2M_DICDI	nad2	488	Dictyostelium discoideum	3:Protein inferred from homology	NADH-ubiquinone oxidoreductase chain 2	1.0	0.999	6	29	29	29	1	2	2	2	3	3	3	1	3	2	2	0	1	2	2	1	2	2	2	3	3	3	1	3	2	2	0	1	2	2	1	2	2	2	3	3	3	1	3	2	2	0	1	2	2	8.5533104E7	2.2272888E8	1.81197888E8	3.4096544E8	1.697464E8	2.03120144E8	1.06748704E8	2.11333728E8	2.43393616E8	4.10451712E8	9.9986032E7	7.7734544E7	2.18220368E8	2.20125936E8	8.1706432E7	1.30303952E8	1.39497024E8	1.05837328E8	1.47294352E8	1.09281808E8	9.9517152E7	1.62624496E8	1.21283664E8	1.31452336E8	1.448328E8	1.52322016E8	1.18423368E8	1.02261568E8	1.25347192E8	1.25759264E8	
sp|O21049|COX3_DICDI	O21049	COX3_DICDI	cox3	435	Dictyostelium discoideum	3:Protein inferred from homology	Cytochrome c oxidase subunit 3	1.0	0.999	7	52	52	52	4	5	4	4	4	8	3	2	4	3	4	3	2	1	1	4	5	4	4	4	8	3	2	4	3	4	3	2	1	1	4	5	4	4	4	8	3	2	4	3	4	3	2	1	1	1.06379814E9	1.00650547E9	8.737687E8	1.059344E9	3.97299904E8	1.30177434E9	1.06326573E9	1.05604384E9	4.3013696E8	3.95863296E8	8.7617472E8	3.85919808E8	1.04923053E9	1.29449933E9	4.34617024E8	6.4320179E8	5.8058573E8	5.2481088E8	7.1174464E8	3.13254528E8	8.7035578E8	6.4259923E8	5.6354099E8	7.5934003E8	6.8683866E8	5.4242029E8	6.4170163E8	6.817673E8	7.8509568E8	7.8412384E8	
sp|O21050|MP05_DICDI	O21050	MP05_DICDI	DidioMp05	447	Dictyostelium discoideum	4:Protein predicted	Uncharacterized mitochondrial protein Mp05	1.0	0.999	5	23	23	23	0	3	1	1	3	1	2	1	2	2	0	3	1	1	2	0	3	1	1	3	1	2	1	2	2	0	3	1	1	2	0	3	1	1	3	1	2	1	2	2	0	3	1	1	2	5.2858756E7	4.8718508E7	5.9702824E7	4.1234548E7	3.6950448E7	4.187012E7	6.0253876E7	5.0011912E7	6.3108356E7	5.422636E7	4.933646E7	3.7755528E7	1.5479812E7	4.3102556E7	5.7610508E7	3.4312448E7	3.183072E7	3.5024244E7	2.9018574E7	3.1985318E7	3.4969724E7	3.8737328E7	3.6756448E7	5.8719068E7	4.6467572E7	3.5271188E7	2.5645194E7	5.2238408E7	3.5541228E7	4.5627324E7	
sp|O60952|LIME_DICDI	O60952	LIME_DICDI	limE	199	Dictyostelium discoideum	1:Experimental evidence at protein level	LIM domain-containing protein E	1.0	0.999	10	409	409	409	31	27	22	28	24	25	24	30	27	26	29	30	30	26	30	31	27	22	28	24	25	24	30	27	26	29	30	30	26	30	31	27	22	28	24	25	24	30	27	26	29	30	30	26	30	5.2333215E9	4.8081618E9	7.2625807E9	1.00720466E10	8.634709E9	8.3389015E9	7.150209E9	7.2541373E9	5.8268831E9	8.0376617E9	6.9448136E9	8.2618373E9	9.9330908E9	9.9731958E9	8.2533089E9	2.85186995E9	2.44558234E9	3.4385728E9	4.7613537E9	4.20758093E9	4.05356314E9	3.36109312E9	3.60118528E9	3.15309133E9	3.84852198E9	3.67782451E9	4.06662707E9	4.5343217E9	5.256894E9	4.21184512E9	
sp|O60999|CUL1_DICDI	O60999	CUL1_DICDI	culA	770	Dictyostelium discoideum	1:Experimental evidence at protein level	Cullin-1	1.0	0.999	7	54	54	54	3	4	2	6	5	3	4	3	3	4	3	3	3	3	5	3	4	2	6	5	3	4	3	3	4	3	3	3	3	5	3	4	2	6	5	3	4	3	3	4	3	3	3	3	5	6.5370664E7	6.9622512E7	7.0935104E7	1.26380144E8	5.8255032E7	7.6188032E7	5.7803744E7	9.1196048E7	7.919004E7	4.7833488E7	6.6674132E7	7.4560336E7	1.06680688E8	7.6215432E7	6.7911488E7	4.5565612E7	4.1122056E7	4.05458E7	6.3035844E7	4.3271396E7	4.9818024E7	3.8839928E7	4.5978896E7	4.1811872E7	3.3258784E7	4.4953588E7	4.3203648E7	5.666168E7	5.1022072E7	4.6176804E7	
