Entry	Length	Annotation	Mass
P11976	1053	3.0	109370
P13651	159	3.0	17090
P14132	185	3.0	21204
P14325	779	3.0	88426
P14328	600	3.0	59592
P14330	160	3.0	17792
P15270	424	3.0	49306
P16168	202	3.0	22396
P16642	102	3.0	11817
P16643	103	3.0	11805
P18142	535	3.0	59600
P20791	203	3.0	22642
P22549	237	3.0	25757
P22684	113	3.0	11704
P22685	305	3.0	32853
P22698	532	3.0	55208
P26310	93	3.0	10666
P27685	265	3.0	28717
P29446	88	3.0	10103
P29447	104	3.0	11796
P29505	120	3.0	13498
P30815	148	3.0	16944
P32073	718	3.0	79562
P33519	212	3.0	24047
P34044	347	3.0	40085
P34100	714	3.0	81674
P34102	910	3.0	99305
P34103	992	3.0	115041
P34113	398	3.0	45060
P34119	250	3.0	28101
P34120	250	3.0	27637
P34122	287	3.0	30922
P34123	403	3.0	45542
P34124	403	3.0	45191
P34127	1230	3.0	135979
P34135	552	3.0	60387
P34136	526	3.0	56160
P34138	377	3.0	43488
P34140	206	3.0	23126
P34150	254	3.0	27558
P46794	498	3.0	54458
P51173	361	3.0	41327
P52922	606	3.0	68469
P53766	346	3.0	39374
P54638	447	3.0	49070
P54648	368	3.0	42287
P54676	816	3.0	94748
P54705	685	3.0	78530
P54872	482	3.0	53741
P83401	509	3.0	55190
P90526	218	3.0	24219
P90532	793	3.0	88556
Q02465	269	3.0	30620
Q06885	544	3.0	59157
Q1ZXA1	491	3.0	56808
Q1ZXA9	1133	3.0	126283
Q1ZXC2	814	3.0	91242
Q1ZXC8	691	3.0	76647
Q1ZXD9	458	3.0	51899
Q1ZXE2	1211	3.0	137178
Q1ZXE6	865	3.0	99379
Q1ZXE7	229	3.0	25874
Q1ZXF0	354	3.0	40822
Q1ZXF2	509	3.0	58268
Q1ZXG3	489	3.0	57076
Q1ZXH0	1428	3.0	161570
Q1ZXH2	1142	3.0	133379
Q1ZXH4	123	3.0	14433
Q1ZXI2	642	3.0	71069
Q1ZXI5	1350	3.0	150420
Q1ZXI8	1123	3.0	129935
Q1ZXI9	695	3.0	77709
Q1ZXJ0	1000	3.0	112657
Q1ZXJ2	489	3.0	55659
Q1ZXK3	97	3.0	11460
Q1ZXL0	808	3.0	94135
Q1ZXN6	1145	3.0	126801
Q1ZXP7	574	3.0	65948
Q1ZXQ1	427	3.0	47429
Q1ZXQ9	187	3.0	20414
Q1ZXR2	844	3.0	97296
Q23883	406	3.0	46833
Q23887	162	3.0	19230
Q23894	337	3.0	37806
Q23915	1094	3.0	126718
Q23919	572	3.0	63230
Q23924	912	3.0	102855
Q27562	248	3.0	27988
Q27563	248	3.0	27238
Q34312	688	3.0	79838
Q37311	389	3.0	44483
Q54AK6	170	3.0	19335
Q54AX6	863	3.0	97298
Q54B14	360	3.0	42046
Q54B44	1270	3.0	149898
Q54B46	851	3.0	98453
Q54B48	1592	3.0	186735
Q54B49	3092	3.0	349205
Q54B51	3078	3.0	348031
Q54B59	369	3.0	42586
Q54B65	215	3.0	25071
Q54B67	301	3.0	33268
Q54B68	360	3.0	38688
Q54B82	393	3.0	45383
Q54BC6	893	3.0	98366
Q54BC9	915	3.0	98276
Q54BD5	525	3.0	61425
Q54BD6	563	3.0	64642
Q54BE5	312	3.0	37305
Q54BF5	634	3.0	70686
Q54BF6	298	3.0	31687
Q54BG3	171	3.0	18932
Q54BL2	296	3.0	35333
Q54BL8	216	3.0	24565
Q54BM1	1130	3.0	128285
Q54BM2	565	3.0	62780
Q54BM5	501	3.0	57513
Q54BN0	209	3.0	23798
Q54BN2	689	3.0	78635
Q54BN3	347	3.0	39551
Q54BP1	2110	3.0	248357
Q54BP6	783	3.0	90540
Q54BQ5	415	3.0	45471
Q54BQ8	213	3.0	23179
Q54BR1	97	3.0	11585
Q54BT3	1397	3.0	153407
Q54BT5	1702	3.0	191800
Q54BU4	909	3.0	101293
Q54C16	637	3.0	72204
Q54C18	516	3.0	58102
Q54C21	846	3.0	96530
Q54C24	781	3.0	89077
Q54C25	396	3.0	45457
Q54C27	460	3.0	52411
Q54C28	523	3.0	57465
Q54C30	69	3.0	8196
Q54C45	193	3.0	22206
Q54C49	284	3.0	31754
Q54C55	748	3.0	83361
Q54C70	377	3.0	41988
Q54C92	309	3.0	35107
Q54C94	1127	3.0	126465
Q54CA8	2147	3.0	241715
Q54CC5	525	3.0	60041
Q54CD6	697	3.0	80799
Q54CD8	1091	3.0	125085
Q54CE0	785	3.0	84021
Q54CE4	1034	3.0	118422
Q54CF8	3071	3.0	345581
Q54CG0	1466	3.0	166602
Q54CH3	453	3.0	51642
Q54CI8	504	3.0	56713
Q54CL3	570	3.0	60573
Q54CM0	289	3.0	33050
Q54CN7	378	3.0	41101
Q54CP1	390	3.0	45193
Q54CS2	802	3.0	92291
Q54CS8	1201	3.0	137009
Q54CT8	232	3.0	26172
Q54CW7	758	3.0	86008
Q54CX4	903	3.0	102342
Q54CX6	321	3.0	33936
Q54CY5	626	3.0	70637
Q54CY9	313	3.0	35691
Q54D04	348	3.0	37648
Q54D13	289	3.0	33083
Q54D44	2655	3.0	302636
Q54D58	580	3.0	66851
Q54D75	1397	3.0	158111
Q54DA4	648	3.0	73510
Q54DA7	205	3.0	22629
Q54DC8	1224	3.0	138962
Q54DD3	403	3.0	44247
Q54DF1	306	3.0	33629
Q54DF2	1060	3.0	119681
Q54DF9	364	3.0	40871
Q54DG0	2129	3.0	238317
Q54DG1	470	3.0	52563
Q54DH8	2310	3.0	259629
Q54DK1	452	3.0	50145
Q54DK3	1061	3.0	120073
Q54DK4	1352	3.0	154085
Q54DM0	119	3.0	13867
Q54DM3	1259	3.0	141526
Q54DM4	1569	3.0	178617
Q54DM7	232	3.0	25666
Q54DM9	505	3.0	57519
Q54DN6	501	3.0	56128
Q54DP1	334	3.0	37433
Q54DR1	416	3.0	47504
Q54DT1	845	3.0	96318
Q54DT8	532	3.0	59681
Q54DU0	437	3.0	49488
Q54DU9	166	3.0	18422
Q54DV0	465	3.0	53363
Q54DY0	669	3.0	74583
Q54DY9	458	3.0	51361
Q54E21	338	3.0	37453
Q54E22	120	3.0	13196
Q54E34	352	3.0	40171
Q54E41	388	3.0	42877
Q54E42	2536	3.0	283807
Q54E51	447	3.0	49407
Q54E53	418	3.0	47322
Q54E62	426	3.0	47889
Q54E83	476	3.0	54140
Q54EC2	663	3.0	76590
Q54ED2	1046	3.0	116366
Q54ED6	2542	3.0	288536
Q54ED7	2552	3.0	289094
Q54EG3	152	3.0	16140
Q54EH2	197	3.0	23198
Q54EK2	1328	3.0	152024
Q54EM1	959	3.0	111306
Q54EN1	495	3.0	55086
Q54EP3	171	3.0	19916
Q54EP7	672	3.0	76125
Q54EQ1	246	3.0	28655
Q54EQ8	2053	3.0	220551
Q54ER4	3157	3.0	360794
Q54ER5	2546	3.0	279879
Q54ET3	369	3.0	42337
Q54ET5	940	3.0	108734
Q54ET6	2364	3.0	269778
Q54EV7	1057	3.0	122014
Q54EX5	490	3.0	54785
Q54EY1	151	3.0	17400
Q54F05	1160	3.0	131707
Q54F07	384	3.0	41763
Q54F10	247	3.0	27742
Q54F15	323	3.0	35479
Q54F34	770	3.0	85330
Q54F40	778	3.0	87049
Q54F54	1407	3.0	155811
Q54F55	1820	3.0	206842
Q54F73	316	3.0	34468
Q54F93	445	3.0	47746
Q54FA8	133	3.0	15070
Q54FB7	1358	3.0	149928
Q54FC8	3108	3.0	353866
Q54FD2	3133	3.0	357196
Q54FD6	325	3.0	35949
Q54FE6	285	3.0	30869
Q54FF3	1557	3.0	173750
Q54FH7	426	3.0	49930
Q54FJ9	306	3.0	33168
Q54FK1	190	3.0	22245
Q54FN2	3078	3.0	350410
Q54FN7	3127	3.0	355901
Q54FP8	3101	3.0	353160
Q54FQ1	2623	3.0	298926
Q54FQ2	3075	3.0	349549
Q54FQ3	3106	3.0	353444
Q54FR9	967	3.0	110461
Q54FY7	579	3.0	64348
Q54G06	627	3.0	71393
Q54G11	126	3.0	14573
Q54G21	1622	3.0	181595
Q54G30	2684	3.0	304919
Q54G43	710	3.0	81107
Q54G53	638	3.0	68887
Q54G57	2195	3.0	251613
Q54G70	152	3.0	16148
Q54G78	527	3.0	59642
Q54G81	2444	3.0	281368
Q54GB3	101	3.0	11499
Q54GD3	576	3.0	64399
Q54GD9	246	3.0	29084
Q54GE1	671	3.0	74979
Q54GE6	391	3.0	42265
Q54GH2	897	3.0	104919
Q54GK9	206	3.0	23677
Q54GL7	73	3.0	8296
Q54GQ1	1324	3.0	149677
Q54GT6	407	3.0	44711
Q54GU3	234	3.0	25152
Q54GX5	1227	3.0	138952
Q54GY8	202	3.0	22972
Q54H05	579	3.0	65629
Q54H25	2417	3.0	280223
Q54H37	549	3.0	63275
Q54H39	142	3.0	17016
Q54H71	392	3.0	44362
Q54HB2	424	3.0	46026
Q54HB4	123	3.0	14234
Q54HD2	2112	3.0	233800
Q54HE7	353	3.0	39323
Q54HF4	1677	3.0	191842
Q54HF6	97	3.0	10891
Q54HG6	1077	3.0	119908
Q54HG7	303	3.0	33245
Q54HG9	685	3.0	75616
Q54HH8	257	3.0	28652
Q54HJ2	678	3.0	78454
Q54HL0	898	3.0	101509
Q54HL4	347	3.0	40072
Q54HL6	449	3.0	52110
Q54HM0	1528	3.0	172667
Q54HM6	312	3.0	35485
Q54HY5	1803	3.0	196917
Q54HY8	421	3.0	47356
Q54HZ7	189	3.0	21346
Q54I10	528	3.0	56696
Q54I43	215	3.0	23617
Q54I48	628	3.0	71809
Q54I56	1185	3.0	136329
Q54I60	206	3.0	23233
Q54I63	451	3.0	51498
Q54I78	1051	3.0	121425
Q54I79	383	3.0	43123
Q54I80	300	3.0	34105
Q54I82	147	3.0	16263
Q54I98	354	3.0	39559
Q54IA4	442	3.0	51328
Q54IA7	332	3.0	38266
Q54IA8	423	3.0	47990
Q54IF2	641	3.0	71977
Q54IH8	542	3.0	63595
Q54IJ3	463	3.0	52506
Q54IK9	734	3.0	84236
Q54IM7	144	3.0	16081
Q54IM8	416	3.0	45694
Q54IP4	653	3.0	73807
Q54IV3	986	3.0	110817
Q54IV4	532	3.0	62080
Q54IW6	2023	3.0	231875
Q54IX6	250	3.0	28480
Q54IY3	151	3.0	17730
Q54IY5	1276	3.0	144531
Q54J26	64	3.0	7631
Q54J34	466	3.0	53247
Q54J35	553	3.0	57058
Q54J42	327	3.0	37636
Q54J47	305	3.0	33137
Q54J48	248	3.0	27864
Q54J66	710	3.0	81187
Q54J68	102	3.0	10973
Q54J71	574	3.0	64284
Q54J73	809	3.0	88686
Q54J75	1170	3.0	132422
Q54J80	397	3.0	45438
Q54J83	970	3.0	112327
Q54J88	1115	3.0	127373
Q54J94	772	3.0	87634
Q54JA3	1946	3.0	206822
Q54JA4	1957	3.0	214290
Q54JA5	1954	3.0	208451
Q54JC8	1355	3.0	149827
Q54JD9	509	3.0	54935
Q54JE1	1941	3.0	209827
Q54JE4	1013	3.0	114068
Q54JE9	1755	3.0	204893
Q54JI7	539	3.0	58946
Q54JI9	855	3.0	94924
Q54JM3	520	3.0	59367
Q54JM5	975	3.0	107938
Q54JP5	416	3.0	45752
Q54JQ1	891	3.0	96978
Q54JQ2	962	3.0	112074
Q54JR2	1412	3.0	158111
Q54JS5	1023	3.0	117500
Q54JT8	1814	3.0	211442
Q54JV5	873	3.0	98035
Q54JV8	146	3.0	16517
Q54K09	1187	3.0	134886
Q54K11	1604	3.0	181089
Q54K24	1317	3.0	150215
Q54K33	104	3.0	12092
Q54K38	878	3.0	101257
Q54K39	359	3.0	39354
Q54K47	258	3.0	28314
Q54K50	438	3.0	49186
Q54K55	560	3.0	64555
Q54K56	564	3.0	64566
Q54K57	733	3.0	83717
Q54K74	206	3.0	24193
Q54K95	417	3.0	46485
Q54K96	514	3.0	58748
Q54K99	330	3.0	36794
Q54KB8	764	3.0	85614
Q54KD8	884	3.0	98753
Q54KG1	671	3.0	76076
Q54KG3	917	3.0	103808
Q54KG7	515	3.0	57701
Q54KI0	219	3.0	25301
Q54KI3	642	3.0	73499
Q54KM3	754	3.0	83786
Q54KM7	994	3.0	109578
Q54KM9	220	3.0	25335
Q54KN2	331	3.0	39320
Q54KN4	994	3.0	114357
Q54KR1	660	3.0	74664
Q54KR9	234	3.0	27124
Q54KS8	487	3.0	56174
Q54KU3	2380	3.0	269876
Q54KU5	2471	3.0	280910
Q54KX3	4246	3.0	481243
Q54KX4	177	3.0	19123
Q54KX5	713	3.0	80522
Q54L00	650	3.0	71668
Q54L40	661	3.0	74656
Q54L48	87	3.0	10137
Q54L63	550	3.0	61155
Q54L81	462	3.0	53445
Q54LA1	393	3.0	44570
Q54LA8	484	3.0	56886
Q54LB8	3373	3.0	379780
Q54LB9	147	3.0	15294
Q54LC0	147	3.0	15290
Q54LC1	147	3.0	15159
Q54LC2	147	3.0	15230
Q54LC3	147	3.0	15267
Q54LE6	1460	3.0	165282
Q54LF0	778	3.0	87973
Q54LG8	749	3.0	82624
Q54LH8	671	3.0	77102
Q54LI2	1008	3.0	115604
Q54LI4	1087	3.0	124675
Q54LM2	203	3.0	20730
Q54LN4	317	3.0	35661
Q54LN9	359	3.0	40451
Q54LP7	241	3.0	27154
Q54LP8	154	3.0	17100
Q54LT2	287	3.0	33031
Q54LU5	999	3.0	113862
Q54LU8	1221	3.0	139876
Q54LV0	1415	3.0	161555
Q54LV1	342	3.0	37044
Q54LW0	301	3.0	33705
Q54LY6	372	3.0	40690
Q54M21	502	3.0	57387
Q54M22	441	3.0	50326
Q54M40	345	3.0	38730
Q54M56	485	3.0	56285
Q54M70	484	3.0	53354
Q54MB4	557	3.0	63487
Q54MB5	340	3.0	37095
Q54MB8	487	3.0	56191
Q54MB9	401	3.0	43114
Q54MC0	492	3.0	56091
Q54MD1	641	3.0	74586
Q54MD4	347	3.0	38855
Q54MF3	183	3.0	21061
Q54MG8	998	3.0	113693
Q54MH0	749	3.0	83510
Q54MH9	1401	3.0	153582
Q54MJ7	534	3.0	59495
Q54MJ9	919	3.0	105312
Q54ML1	713	3.0	80583
Q54ML4	2237	3.0	254183
Q54MP1	1238	3.0	143062
Q54MR1	268	3.0	30406
Q54MT0	331	3.0	37032
Q54MT2	540	3.0	60800
Q54MV2	715	3.0	79988
Q54MZ3	499	3.0	55544
Q54MZ4	434	3.0	48684
Q54N06	985	3.0	114643
Q54N08	393	3.0	45446
Q54N33	351	3.0	40264
Q54N38	343	3.0	39325
Q54N40	459	3.0	53998
Q54N47	378	3.0	42244
Q54N50	430	3.0	48867
Q54N72	674	3.0	77632
Q54N73	691	3.0	77496
Q54N80	194	3.0	21190
Q54N81	455	3.0	48158
Q54NA0	890	3.0	101945
Q54NA2	372	3.0	40577
Q54NB6	364	3.0	39862
Q54NC0	271	3.0	30648
Q54NC1	286	3.0	31879
Q54NC5	112	3.0	12689
Q54NC6	2269	3.0	258585
Q54ND8	281	3.0	30579
Q54NE5	1918	3.0	215527
Q54NF1	288	3.0	32725
Q54NG5	1037	3.0	117484
Q54NI6	178	3.0	19807
Q54NJ4	727	3.0	82858
Q54NL0	1009	3.0	114239
Q54NL1	1345	3.0	154402
Q54NM8	86	3.0	9661
Q54NM9	714	3.0	80546
Q54NU2	204	3.0	22934
Q54NU9	790	3.0	90775
Q54NV1	879	3.0	100175
Q54NX0	833	3.0	95880
Q54NY7	231	3.0	26521
Q54NZ5	769	3.0	88886
Q54P00	695	3.0	80336
Q54P04	172	3.0	18956
Q54P13	1593	3.0	178339
Q54P26	593	3.0	68549
Q54P49	456	3.0	52428
Q54P51	539	3.0	59893
Q54P63	207	3.0	23741
Q54P76	1182	3.0	133912
Q54P77	551	3.0	61000
Q54P78	551	3.0	61149
Q54P79	551	3.0	61163
Q54P86	361	3.0	42320
Q54P92	1260	3.0	140122
Q54P93	325	3.0	36033
Q54PA0	452	3.0	51091
Q54PA4	407	3.0	43807
Q54PA5	580	3.0	65458
Q54PA9	317	3.0	34465
Q54PB2	895	3.0	102101
Q54PB4	481	3.0	55127
Q54PE0	922	3.0	104694
Q54PE2	484	3.0	55669
Q54PF8	619	3.0	70185
Q54PG8	640	3.0	74409
Q54PH5	528	3.0	61401
Q54PH8	151	3.0	16876
Q54PJ1	393	3.0	44275
Q54PJ7	381	3.0	43955
Q54PK4	1184	3.0	135084
Q54PK8	1212	3.0	140458
Q54PN2	325	3.0	38075
Q54PN7	421	3.0	46870
Q54PP1	462	3.0	53763
Q54PQ1	586	3.0	66854
Q54PQ3	1076	3.0	123528
Q54PQ8	1135	3.0	131135
Q54PT8	1272	3.0	144129
Q54PU2	99	3.0	11226
Q54PW5	472	3.0	53452
Q54PW9	307	3.0	35933
Q54PX0	496	3.0	55679
Q54PY1	420	3.0	48767
Q54PY6	1385	3.0	159205
Q54Q14	921	3.0	105732
Q54Q16	1917	3.0	217523
Q54Q31	293	3.0	32845
Q54Q40	715	3.0	83674
Q54Q75	366	3.0	41436
Q54Q80	1280	3.0	144701
Q54Q94	878	3.0	100358
Q54QA0	1022	3.0	114606
Q54QB9	1312	3.0	147049
Q54QD1	2499	3.0	283071
Q54QD3	2499	3.0	282695
Q54QD5	485	3.0	55725
Q54QD9	311	3.0	34437
Q54QF4	909	3.0	101591
Q54QF9	213	3.0	24585
Q54QG5	5875	3.0	658224
Q54QG6	518	3.0	60799
Q54QI4	432	3.0	48234
Q54QK7	314	3.0	35341
Q54QN0	96	3.0	11008
Q54QN1	113	3.0	12436
Q54QN2	306	3.0	34343
Q54QP0	1320	3.0	154029
Q54QR3	219	3.0	24705
Q54QS3	712	3.0	78958
Q54QU8	543	3.0	59836
Q54QU9	321	3.0	34976
Q54QW1	670	3.0	77520
Q54QX3	458	3.0	53067
Q54QZ3	2375	3.0	268691
Q54R42	230	3.0	26189
Q54R45	236	3.0	26252
Q54R47	420	3.0	45875
Q54R52	887	3.0	99603
Q54R58	918	3.0	102616
Q54R62	449	3.0	50738
Q54R66	46	3.0	5460
Q54R84	838	3.0	96507
Q54R90	346	3.0	38525
Q54R95	1128	3.0	130435
Q54RA2	558	3.0	61633
Q54RA8	296	3.0	33130
Q54RB2	358	3.0	41358
Q54RB8	381	3.0	42012
Q54RB9	772	3.0	85648
Q54RC3	893	3.0	100612
Q54RE8	460	3.0	52261
Q54RF3	707	3.0	80253
Q54RF4	162	3.0	18704
Q54RF5	507	3.0	54999
Q54RI9	1088	3.0	125277
Q54RJ4	979	3.0	109467
Q54RK5	434	3.0	46991
Q54RM2	631	3.0	72401
Q54RN0	225	3.0	26011
Q54RN1	427	3.0	44568
Q54RP6	1709	3.0	192704
Q54RQ4	244	3.0	27740
Q54RR5	413	3.0	45030
Q54RR9	1761	3.0	195076
Q54RU0	789	3.0	89931
Q54RV3	1179	3.0	128266
Q54RX0	85	3.0	9510
Q54RX6	174	3.0	19541
Q54RX7	1381	3.0	161694
Q54RX9	214	3.0	23483
Q54RY6	467	3.0	51218
Q54RZ7	1634	3.0	182700
Q54S02	182	3.0	21210
Q54S03	602	3.0	67596
Q54S04	155	3.0	17889
Q54S29	517	3.0	57279
Q54S43	1072	3.0	120903
Q54S52	3080	3.0	356339
Q54S78	1671	3.0	191823
Q54S93	138	3.0	16192
Q54SA0	350	3.0	39294
Q54SA1	422	3.0	47101
Q54SC4	639	3.0	75155
Q54SC9	541	3.0	61533
Q54SE2	241	3.0	27301
Q54SF7	438	3.0	48632
Q54SH7	800	3.0	89595
Q54SK3	528	3.0	59477
Q54SK5	2388	3.0	264817
Q54SN4	345	3.0	39443
Q54SN5	563	3.0	64125
Q54SP4	1546	3.0	172908
Q54SR7	133	3.0	14332
Q54SR8	446	3.0	52035
Q54SS0	293	3.0	32522
Q54ST4	347	3.0	39589
Q54ST5	568	3.0	64385
Q54SV1	236	3.0	27882
Q54SV3	649	3.0	72476
Q54SV9	493	3.0	56897
Q54SW3	770	3.0	86464
Q54SY2	867	3.0	95524
Q54T01	958	3.0	106617
Q54T02	1159	3.0	129912
Q54T12	1751	3.0	200381
Q54T18	611	3.0	70565
Q54T27	317	3.0	35887
Q54T36	2778	3.0	314398
Q54T46	518	3.0	58869
Q54T48	255	3.0	29106
Q54T49	226	3.0	25073
Q54T56	367	3.0	41514
Q54T57	131	3.0	13745
Q54T76	394	3.0	44884
Q54T85	4582	3.0	515215
Q54TA0	558	3.0	64719
Q54TA3	773	3.0	87926
Q54TA5	1016	3.0	112407
Q54TC9	268	3.0	31440
Q54TD0	702	3.0	75785
Q54TD7	940	3.0	109176
Q54TD8	833	3.0	95504
Q54TF6	117	3.0	13582
Q54TH6	597	3.0	67402
Q54TI6	230	3.0	26066
Q54TJ4	783	3.0	89631
Q54TN4	715	3.0	79470
Q54TP5	1216	3.0	144525
Q54TR8	142	3.0	15458
Q54TS4	347	3.0	39662
Q54TU5	151	3.0	15471
Q54TV1	1534	3.0	173651
Q54TV2	1509	3.0	170937
Q54TW0	2999	3.0	339544
Q54TY4	551	3.0	62002
Q54U31	744	3.0	83535
Q54U44	1323	3.0	148126
Q54U61	1013	3.0	114803
Q54U65	704	3.0	80382
Q54UA9	932	3.0	107060
Q54UD0	319	3.0	36786
Q54UF2	656	3.0	74816
Q54UH8	407	3.0	44749
Q54UI3	467	3.0	52703
Q54UM5	733	3.0	82072
Q54UP4	321	3.0	35523
Q54UQ2	603	3.0	67535
Q54UQ4	318	3.0	34811
Q54UQ5	626	3.0	72017
Q54UU6	374	3.0	43790
Q54UU8	319	3.0	34208
Q54UZ1	411	3.0	47150
Q54V35	442	3.0	51413
Q54V77	569	3.0	63238
Q54V83	460	3.0	53835
Q54V86	1350	3.0	154170
Q54VA8	270	3.0	30419
Q54VB3	217	3.0	24694
Q54VB4	639	3.0	72026
Q54VC0	418	3.0	47352
Q54VC8	441	3.0	50593
Q54VE0	1080	3.0	123904
Q54VE8	446	3.0	51495
Q54VF1	685	3.0	78501
Q54VG0	900	3.0	101831
Q54VG1	354	3.0	41320
Q54VH7	375	3.0	43871
Q54VI4	204	3.0	23606
Q54VI6	184	3.0	20673
Q54VI9	867	3.0	97796
Q54VJ0	1384	3.0	157060
Q54VJ9	456	3.0	51089
Q54VL5	369	3.0	41778
Q54VM2	333	3.0	35986
Q54VM4	324	3.0	35806
Q54VM5	771	3.0	88284
Q54VN2	314	3.0	35300
Q54VQ6	479	3.0	53253
Q54VQ7	1704	3.0	190816
Q54VS7	323	3.0	36272
Q54VT4	546	3.0	61337
Q54VT8	539	3.0	60005
Q54VT9	661	3.0	75034
Q54VU4	1505	3.0	173403
Q54VU7	404	3.0	45549
Q54VV5	1017	3.0	117792
Q54VV7	1126	3.0	126004
Q54VW1	563	3.0	63223
Q54VX5	1095	3.0	125325
Q54VX7	135	3.0	15485
Q54VZ8	815	3.0	93524
Q54W16	275	3.0	32865
Q54W20	750	3.0	86589
Q54W24	767	3.0	85337
Q54W36	1378	3.0	156521
Q54W52	463	3.0	51950
Q54W83	129	3.0	14812
Q54WC0	391	3.0	44813
Q54WD6	460	3.0	52313
Q54WD7	942	3.0	105742
Q54WD9	482	3.0	54283
Q54WE5	811	3.0	93837
Q54WH4	856	3.0	93887
Q54WH6	468	3.0	53913
Q54WM4	233	3.0	26531
Q54WN0	1143	3.0	127858
Q54WR1	757	3.0	87953
Q54WR2	2667	3.0	298586
Q54WR5	324	3.0	37472
Q54WR8	157	3.0	17994
Q54WR9	735	3.0	82616
Q54WS9	1006	3.0	111161
Q54WU3	367	3.0	41185
Q54WV0	490	3.0	56677
Q54WV4	556	3.0	62219
Q54WW3	156	3.0	18382
Q54WW4	346	3.0	37216
Q54WW7	695	3.0	79583
Q54WW9	649	3.0	75231
Q54WZ0	800	3.0	92121
Q54WZ3	586	3.0	65397
Q54X03	249	3.0	28558
Q54X04	450	3.0	49853
Q54X15	1489	3.0	165561
Q54X37	267	3.0	30552
Q54X49	825	3.0	94518
Q54X73	894	3.0	97991
Q54X86	286	3.0	32855
Q54X95	736	3.0	83132
Q54X97	936	3.0	106690
Q54XD0	321	3.0	36538
Q54XD8	460	3.0	50130
Q54XF2	202	3.0	22600
Q54XF7	750	3.0	87131
Q54XJ3	403	3.0	44581
Q54XJ4	1495	3.0	166223
Q54XK2	475	3.0	52490
Q54XK9	267	3.0	30571
Q54XM6	606	3.0	67634
Q54XM7	250	3.0	27217
Q54XP2	91	3.0	10283
Q54XP3	545	3.0	62484
Q54XP4	705	3.0	84720
Q54XP6	1045	3.0	115835
Q54XS0	439	3.0	48530
Q54XS2	771	3.0	83542
Q54XS6	153	3.0	17473
Q54XT5	1343	3.0	150391
Q54XX5	848	3.0	94576
Q54XY6	908	3.0	102365
Q54XZ0	294	3.0	32396
Q54XZ5	1248	3.0	140971
Q54Y02	559	3.0	60653
Q54Y03	175	3.0	20414
Q54Y06	636	3.0	73679
Q54Y09	508	3.0	55712
Q54Y13	477	3.0	55339
Q54Y14	194	3.0	22175
Q54Y20	946	3.0	106281
Q54Y27	366	3.0	40987
Q54Y51	197	3.0	22383
Q54Y55	506	3.0	57135
Q54Y67	234	3.0	26616
Q54Y81	834	3.0	95823
Q54Y90	1090	3.0	120397
Q54YA0	622	3.0	67320
Q54YA5	174	3.0	20657
Q54YC4	1222	3.0	141190
Q54YD8	1005	3.0	113222
Q54YE1	339	3.0	39943
Q54YE7	225	3.0	24892
Q54YF7	1035	3.0	119087
Q54YG2	1710	3.0	177830
Q54YG9	319	3.0	35667
Q54YJ7	454	3.0	52726
Q54YN2	219	3.0	24865
Q54YN3	314	3.0	35794
Q54YP4	952	3.0	108280
Q54YQ9	391	3.0	43285
Q54YS6	227	3.0	26850
Q54YT4	350	3.0	38735
Q54YW8	142	3.0	16177
Q54YX5	131	3.0	13869
Q54YY4	219	3.0	25148
Q54YZ5	1433	3.0	167825
Q54YZ6	1218	3.0	136531
Q54YZ9	2062	3.0	224160
Q54Z01	270	3.0	30454
Q54Z08	850	3.0	101312
Q54Z13	107	3.0	12199
Q54Z27	683	3.0	78065
Q54Z28	658	3.0	74452
Q54Z54	517	3.0	56665
Q54Z69	369	3.0	40246
Q54ZA4	507	3.0	58708
Q54ZI9	849	3.0	99148
Q54ZN3	998	3.0	114845
Q54ZR7	615	3.0	69032
Q54ZY3	583	3.0	67503
Q550A8	338	3.0	38817
Q550D2	617	3.0	69162
Q550H6	224	3.0	25119
Q550K3	1462	3.0	169226
Q550P3	632	3.0	72625
Q550P4	427	3.0	48982
Q550R7	434	3.0	49641
Q550U9	574	3.0	64838
Q550W6	368	3.0	41466
Q551H0	920	3.0	104294
Q551H3	147	3.0	16662
Q551M3	278	3.0	32423
Q551S9	907	3.0	107067
Q551T0	1267	3.0	145786
Q552C1	1555	3.0	170901
Q552E9	1367	3.0	154781
Q552M5	1508	3.0	166169
Q552M6	438	3.0	50297
Q552P3	834	3.0	94603
Q552U1	88	3.0	9932
Q552W5	211	3.0	24440
Q552X2	2073	3.0	235786
Q552Z2	1321	3.0	150518
Q553B1	1151	3.0	130685
Q553C0	2516	3.0	284197
Q553E0	349	3.0	38394
Q553E9	2344	3.0	266637
Q553F3	151	3.0	17155
Q553L4	937	3.0	104962
Q553N8	1478	3.0	173666
Q553P6	59	3.0	6678
Q553R6	444	3.0	50736
Q553S2	171	3.0	19940
Q553U5	543	3.0	62616
Q553V1	460	3.0	51209
Q553V2	166	3.0	18063
Q554C5	1271	3.0	144634
Q554D8	447	3.0	51439
Q554E2	625	3.0	72999
Q554E7	751	3.0	85829
Q554S6	374	3.0	41571
Q554U0	488	3.0	55565
Q554U9	527	3.0	60298
Q555E8	251	3.0	29410
Q555H8	1864	3.0	213101
Q555L8	389	3.0	44221
Q555L9	627	3.0	68718
Q555N7	358	3.0	41023
Q555Q9	678	3.0	78891
Q555X5	834	3.0	94586
Q555Z5	1615	3.0	182397
Q556C6	621	3.0	69274
