# Program:featureCounts v2.0.1; Command:"featureCounts" "-O" "-T" "8" "-a" "reference/D_discoideum_PASAua.gtf" "-o" "featureCounts_output.txt" "star_map/SRR1593424.bam" "star_map/SRR1593425.bam" "star_map/SRR1593426.bam" "star_map/SRR1593427.bam" "star_map/SRR1593428.bam" "star_map/SRR1593429.bam" "star_map/SRR1593430.bam" "star_map/SRR1593431.bam" "star_map/SRR1593432.bam" "star_map/SRR1593433.bam" "star_map/SRR1593434.bam" "star_map/SRR1593443.bam" "star_map/SRR1593444.bam" "star_map/SRR1593445.bam" "star_map/SRR1593446.bam" "star_map/SRR1593447.bam" "star_map/SRR1593448.bam" "star_map/SRR1593449.bam" "star_map/SRR1593450.bam" "star_map/SRR1593451.bam" "star_map/SRR1593452.bam" "star_map/SRR1593453.bam" 
Geneid	Chr	Start	End	Strand	Length	star_map/SRR1593424.bam	star_map/SRR1593425.bam	star_map/SRR1593426.bam	star_map/SRR1593427.bam	star_map/SRR1593428.bam	star_map/SRR1593429.bam	star_map/SRR1593430.bam	star_map/SRR1593431.bam	star_map/SRR1593432.bam	star_map/SRR1593433.bam	star_map/SRR1593434.bam	star_map/SRR1593443.bam	star_map/SRR1593444.bam	star_map/SRR1593445.bam	star_map/SRR1593446.bam	star_map/SRR1593447.bam	star_map/SRR1593448.bam	star_map/SRR1593449.bam	star_map/SRR1593450.bam	star_map/SRR1593451.bam	star_map/SRR1593452.bam	star_map/SRR1593453.bam
DDB_G0277903	3	412585	414044	+	1460	11	7	69	81	8	5	8	5	19	238	280	2	13	27	48	97	16	57	20	16	38	92
DDB_G0295727	3;3	416548;422615	422272;422805	+;+	5916	82	28	84	77	96	77	32	63	107	130	81	9	11	25	14	19	4	31	49	18	66	38
DDB_G0278189	3;3	423719;424015	423939;426046	+;+	2253	84	18	38	58	57	47	54	93	177	136	73	36	16	36	52	57	59	29	90	31	86	47
DDB_G0278191	3;3;3;3	426248;426439;426595;426806	426357;426501;426699;427288	+;+;+;+	761	73	22	46	41	30	22	17	49	108	62	73	109	17	65	105	60	45	11	82	89	92	96
DDB_G0278621	3;3	427974;428925	428830;430638	+;+	2571	88	217	101	155	139	111	129	153	360	307	383	52	120	77	140	98	116	64	167	92	235	149
DDB_G0278623	3	430729	431748	-	1020	1005	572	716	475	270	155	141	156	116	80	43	1369	1359	498	361	306	247	93	157	360	100	65
DDB_G0278625	3;3;3	432237;433852;434991	433781;434836;435322	+;+;+	2862	10	3	4	1	1	0	0	0	0	2	1	6	3	3	1	2	2	1	1	3	1	0
DDB_G0278627	3;3	435792;439523	438466;439528	-;-	2681	1	1	7	3	2	0	6	3	3	7	21	0	1	2	2	3	7	4	4	1	15	43
DDB_G0277899	3;3	439570;440398	440297;440627	+;+	958	17	27	14	13	23	14	13	17	16	11	11	12	23	20	43	9	27	26	4	9	37	11
DDB_G0277869	3;3;3;3	441085;441576;442061;442253	441456;441916;442118;442356	-;-;-;-	875	3170	4234	6219	4832	4500	3594	5104	7519	11908	9156	8386	1380	5042	6385	4580	4833	6901	12407	9396	4173	9687	8970
DDB_G0278193	3;3;3;3	444626;446245;446375;446530	446242;446373;446528;446858	+;+;+;+	2229	92	18	26	50	46	39	33	21	42	22	95	65	15	26	40	34	16	5	14	53	28	46
DDB_G0278195	3;3	447655;448085	447796;448305	+;+	363	92	14	11	26	23	25	33	27	30	11	10	154	45	42	54	40	41	24	29	62	18	15
DDB_G0278629	3;3;3;3	459520;459673;459972;460525	459580;459872;460432;461972	+;+;+;+	2170	190	6705	2609	985	663	459	546	586	1007	739	931	132	5113	1018	917	615	560	159	625	344	1008	750
DDB_G0278631	3;3;3;3	462648;463080;463345;463697	462978;463258;463614;464121	+;+;+;+	1205	6	7	16	10	7	12	8	13	23	25	32	9	4	12	30	3	22	5	14	20	26	31
DDB_G0278199	3	464388	466452	+	2065	3	1	3	6	10	2	5	4	6	5	6	4	0	8	11	1	7	0	1	7	5	4
DDB_G0277873	3	467909	470077	+	2169	16	34	21	30	16	105	925	2084	3209	2060	798	15	12	34	74	499	1805	2764	1648	620	1161	578
DDB_G0278201	3	470480	470827	-	348	1	2	11	0	0	0	0	1	1	1	0	2	1	7	1	1	5	0	0	0	0	0
DDB_G0278203	3;3	471498;471785	471680;473037	+;+	1436	5	11	7	6	12	4	2	6	8	4	10	9	0	9	7	10	7	10	4	7	6	3
DDB_G0278205	3;3;3	473291;473538;474112	473390;473962;474218	-;-;-	632	961	490	729	707	746	570	901	1125	1615	808	696	1587	1354	1080	1453	1452	1482	1737	1399	781	1049	1393
DDB_G0278209	3	475542	477716	+	2175	45	24	45	56	71	71	61	77	118	144	106	43	36	31	53	127	138	182	83	65	127	99
DDB_G0278211	3	477809	479848	-	2040	10	12	30	20	19	14	9	12	15	13	8	22	5	19	26	17	14	3	7	6	12	5
DDB_G0278213	3;3;3	481093;481512;482095	481373;481983;482685	+;+;+	1344	21	7	54	13	3	12	36	182	1430	1233	293	0	2	23	16	36	113	57	576	370	425	127
DDB_G0278215	3;3;3	484071;484367;485472	484225;485383;490075	+;+;+	5776	82	487	289	159	175	256	1167	986	1151	659	642	65	67	122	133	211	614	362	267	134	358	347
DDB_G0278217	3;3;3;3;3	491480;491480;491663;491906;491906	491552;491794;491794;492327;492327	+;+;+;+;+	737	0	2	1	2	2	1	1	4	30	55	33	0	0	1	0	0	4	3	3	9	53	10
DDB_G0278219	3;3	492624;493143	493036;494235	-;-	1506	140	88	121	116	151	94	54	47	77	64	57	42	48	83	151	88	38	21	25	38	49	51
DDB_G0277831	3;3	498280;498690	498594;499717	+;+	1343	4	43	94	62	75	18	18	48	134	65	133	17	51	143	200	56	74	48	91	57	94	85
DDB_G0278719	3	499808	501421	-	1614	0	0	0	0	0	1	0	0	5	12	7	1	0	0	0	1	0	0	0	1	12	1
DDB_G0278717	3	501817	502437	-	621	0	0	1	1	1	0	1	2	3	3	6	0	0	0	0	0	1	0	1	0	6	2
DDB_G0277829	3;3	504432;504941	504775;506079	+;+	1483	2	11	3	4	0	4	74	488	1153	827	775	3	7	5	4	16	78	130	369	239	834	485
DDB_G0278225	3;3	509241;509451	509323;509610	+;+	243	4	1	2	2	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
DDB_G0278227	3;3;3	509789;510359;510825	510269;510740;511752	-;-;-	1791	65	170	48	62	44	25	39	37	60	58	60	29	89	63	96	50	36	18	31	45	71	72
DDB_G0278229	3	512534	515209	-	2676	149	54	117	123	133	78	52	31	48	33	40	128	36	135	178	96	33	31	55	48	89	49
DDB_G0278231	3	515424	515895	-	472	2	3	4	10	3	1	4	7	8	2	31	1	3	2	6	6	2	2	2	6	5	2
DDB_G0278233	3	516431	517431	+	1001	38	21	26	27	33	25	31	38	78	49	58	30	27	25	61	58	44	48	49	41	60	53
DDB_G0294557	3;3;3	517463;518749;519029	518677;518907;519124	-;-;-	1470	149	245	212	203	209	134	153	123	125	81	152	169	496	272	341	242	192	188	158	111	279	281
DDB_G0278635	3	519507	521406	-	1900	307	40	40	34	41	37	50	91	113	113	44	78	40	23	53	47	102	110	121	62	88	58
DDB_G0277845	3;3	525634;529308	529227;531677	-;-	5964	123	208	263	226	246	198	187	406	864	689	660	63	123	139	200	214	372	496	338	158	368	272
DDB_G0278239	3;3;3;3;3;3;3;3;3;3	532079;532984;533232;533232;533718;533718;533935;533935;534182;534182	532106;532991;533625;533625;533847;533847;534089;534089;534784;534784	-;-;-;-;-;-;-;-;-;-	1318	20	11	21	26	26	22	39	51	106	60	56	21	4	23	33	12	39	9	18	29	81	36
DDB_G0278639	3;3	535598;537818	537732;538688	-;-	3006	516	165	331	334	381	300	318	529	1102	1026	943	422	261	416	575	454	364	269	633	446	879	599
DDB_G0278241	3;3;3;3	539850;540071;540757;541024	539996;540673;540941;541072	+;+;+;+	984	85	15	45	48	62	46	54	41	93	65	65	63	17	56	64	52	52	93	60	41	75	66
DDB_G0278243	3;3;3;3;3;3	541492;542524;542899;543209;543644;544052	542520;542785;543117;543570;543936;545240	-;-;-;-;-;-	3354	789	1833	1541	631	371	182	63	68	95	60	65	692	1341	963	458	141	49	51	47	221	71	67
DDB_G0278643	3;3;3	550955;551309;551706	551183;551618;551854	+;+;+	688	63	20	51	38	35	28	38	40	78	52	59	105	62	90	109	49	36	11	59	62	96	75
DDB_G0278247	3	552124	554805	+	2682	10	6	9	11	13	14	9	8	9	7	7	10	1	8	24	6	13	0	0	7	12	3
DDB_G0278249	3;3	554945;555545	555449;555809	+;+	770	12	0	11	5	12	2	5	12	27	10	12	20	2	14	14	12	11	19	11	10	13	9
DDB_G0277853	3;3;3	558488;558654;558997	558551;558800;563945	+;+;+	5160	53	45	98	47	7	17	15	88	9	301	166	2	4	62	24	29	29	36	67	9	8	216
DDB_G0278253	3	566464	568173	-	1710	107	89	105	130	138	108	299	442	751	455	443	72	66	161	169	208	249	115	355	178	407	413
DDB_G0278255	3	568794	570338	-	1545	113	26	27	53	55	36	34	141	428	216	139	145	47	58	108	60	74	100	338	150	192	92
DDB_G0278257	3;3	571285;572733	572624;572984	-;-	1592	291	284	260	240	267	193	207	335	659	484	376	304	552	287	372	333	307	276	493	300	523	453
DDB_G0278259	3;3	573756;574037	573930;576993	+;+	3132	337	233	504	667	748	738	1010	1209	1374	754	550	270	182	498	696	862	920	433	511	262	476	302
DDB_G0278261	3;3	577308;577838	577600;579485	+;+	1941	199	81	96	112	84	55	45	22	40	27	29	100	87	100	197	78	35	20	55	37	68	69
DDB_G0278263	3;3	579676;579927	579840;580766	-;-	1005	110	7	2	13	22	20	20	15	19	5	8	167	28	6	24	26	30	13	22	49	16	13
DDB_G0278265	3;3	581627;582356	582269;583695	+;+	1983	28	9	10	13	16	6	6	8	13	5	5	28	2	2	9	4	4	4	4	4	5	7
DDB_G0278267	3;3	586381;588929	588813;589126	+;+	2631	17	66	93	40	30	16	5	11	9	9	3	18	20	28	18	14	14	6	3	4	4	0
DDB_G0277905	3;3;3;3;3	589644;590073;590734;591078;592249	589922;590663;590951;592127;592509	+;+;+;+;+	2399	116	151	201	176	175	140	233	261	388	295	333	107	174	181	252	238	239	127	220	148	314	226
DDB_G0278269	3;3;3;3;3	593095;593095;593879;593879;594081	593694;593694;593989;594233;594233	+;+;+;+;+	955	110	9	7	12	26	26	12	12	16	19	12	203	23	8	34	36	29	37	12	48	18	14
DDB_G0278645	3;3;3;3;3;3	594341;594701;595017;595017;596091;596091	594600;594777;595745;595745;596283;596283	-;-;-;-;-;-	1259	0	0	3	2	2	1	1	2	1	6	3	2	0	3	3	1	2	2	2	3	1	5
DDB_G0349222	3;3;3	598613;598999;599240	598853;599151;599354	-;-;-	509	2	1	0	4	4	5	2	0	4	3	1	2	0	1	1	3	4	3	1	1	2	3
DDB_G0278271	3;3;3;3	599553;599845;600596;600823	599602;600515;600695;601031	+;+;+;+	1030	296	185	306	347	415	272	410	360	600	362	343	336	262	463	676	449	380	209	332	312	526	349
DDB_G0278273	3	601284	602879	-	1596	24	7	7	5	6	14	8	6	10	6	3	18	1	5	10	3	2	2	3	10	5	4
DDB_G0278275	3;3;3;3;3	603032;603032;603698;603698;603993	603594;603594;603771;603805;604072	-;-;-;-;-	751	600	27	88	103	148	112	169	192	254	137	99	1119	157	197	306	351	417	191	267	383	196	207
DDB_G0277835	3;3	604573;604865	604605;605957	+;+	1126	87	33	22	41	45	28	32	31	43	33	23	82	34	23	51	44	22	34	29	37	38	36
DDB_G0278277	3;3	606203;606700	606466;607064	-;-	629	21	29	37	31	29	24	24	5	12	8	7	28	59	58	84	47	18	2	16	17	23	36
DDB_G0277917	3;3;3	607428;607677;607978	607479;607845;608249	+;+;+	493	130	347	387	264	197	87	116	69	102	40	117	160	722	528	547	265	150	68	129	139	218	390
DDB_G0277833	3;3	608653;609432	609063;609434	-;-	414	0	2	5	4	2	1	1	0	3	1	2	3	1	12	5	5	2	1	0	3	0	0
DDB_G0278279	3;3;3	610480;611117;611605	611019;611448;611752	-;-;-	1020	1	5	3	8	3	0	0	0	1	6	1	1	0	5	3	2	1	0	0	0	1	1
DDB_G0278647	3;3;3	612420;613106;613529	613006;613437;613720	-;-;-	1111	2	0	2	0	4	6	4	7	15	7	6	2	0	2	7	3	6	1	2	0	10	1
DDB_G0278281	3;3	614494;615105	615009;615842	-;-	1254	24	14	49	57	52	42	66	129	167	75	74	14	29	62	91	50	64	4	73	36	127	93
DDB_G0278283	3;3;3	616133;616555;616862	616517;616825;618179	-;-;-	1974	215	32	37	43	68	52	79	68	95	54	40	174	47	37	80	76	95	36	50	58	32	48
DDB_G0278285	3;3;3;3;3;3	618891;619962;620384;620795;622245;622588	619856;620273;620716;622060;622361;622633	-;-;-;-;-;-	3040	907	490	771	718	807	788	951	1336	2140	1736	1173	398	468	620	690	784	1056	937	944	465	991	525
DDB_G0278289	3;3;3;3;3;3;3	625261;625629;625803;626455;626646;626893;627134	625533;625710;626360;626559;626804;627011;627925	+;+;+;+;+;+;+	2088	0	0	1	2	1	0	0	0	1	0	0	0	1	5	3	0	0	0	0	0	1	0
DDB_G0278291	3	628601	632830	+	4230	23	37	32	21	30	15	21	23	35	27	18	15	21	13	22	25	25	29	13	14	26	17
DDB_G0278293	3;3	632902;636350	636164;636442	-;-	3356	2799	955	1250	1607	1960	1527	1405	1174	1393	946	758	407	707	1077	1332	1272	848	516	802	446	846	515
DDB_G0278649	3	636762	637781	+	1020	479	108	147	219	409	334	422	466	512	382	282	534	188	278	557	654	704	377	546	318	405	328
DDB_G0278295	3;3;3	638556;638855;639050	638677;638914;639343	+;+;+	476	6015	2841	2190	2490	2475	1686	1359	1024	869	650	616	5848	5145	2506	4306	4020	2566	2585	1402	2163	1630	1864
DDB_G0278297	3	639359	640653	-	1295	132	54	128	119	156	175	325	369	693	338	307	85	72	134	295	316	363	228	427	195	344	357
DDB_G0278299	3;3;3	644192;645233;645780	645126;645689;646306	+;+;+	1919	8	1	5	6	9	9	10	12	29	25	30	4	2	9	15	16	21	12	12	19	14	28
DDB_G0278301	3;3;3;3;3	647900;648229;648645;649540;651200	648079;648550;649459;651107;651822	+;+;+;+;+	3508	114	118	234	212	238	181	290	385	668	422	380	107	96	174	254	200	255	158	206	155	353	269
DDB_G0278651_DDB_G0278653	3;3;3;3	655951;656588;663941;664117	656498;659181;664032;664431	-;-;-;-	3549	19	1	9	6	53	178	141	86	103	41	28	11	1	10	41	90	102	37	21	22	32	23
DDB_G0278309	3	666236	667888	+	1653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDB_G0278311	3;3;3	668565;670452;671090	670363;670960;671801	-;-;-	3020	206	339	386	321	384	373	284	174	183	116	88	145	286	351	417	378	195	111	135	111	184	117
DDB_G0278655	3	672565	673502	+	938	5	44	104	102	99	85	74	77	44	32	54	2	44	130	196	119	85	27	55	27	64	82
DDB_G0278313	3	673736	675515	+	1780	257	1038	2022	1602	1446	1023	587	472	529	393	370	202	815	1561	2009	823	291	69	391	286	668	1066
DDB_G0278315	3;3;3	683079;683838;684593	683762;684262;685248	+;+;+	1765	37	15	22	24	26	15	18	18	15	11	6	57	22	29	58	18	20	8	12	16	24	13
DDB_G0278317	3	686928	688622	+	1695	12	25	16	31	41	29	41	44	40	53	41	10	36	15	29	36	64	85	40	23	66	85
DDB_G0278321	3;3	689209;691807	691679;692389	+;+	3054	144	39	143	151	171	133	103	184	284	187	150	113	75	119	157	131	128	132	107	96	156	91
DDB_G0278659	3	692433	695010	-	2578	30	28	33	25	34	19	29	46	73	44	29	21	9	24	34	10	37	11	13	17	50	18
DDB_G0278661	3;3;3;3;3	695762;698316;698741;699161;699544	698205;698601;699071;699445;700246	-;-;-;-;-	4049	477	572	764	669	795	560	344	304	385	345	506	214	386	479	538	491	362	265	265	207	459	367
DDB_G0278663	3;3;3;3;3;3;3	701606;701878;702382;702703;703239;703476;703886	701788;702255;702607;703138;703389;703793;704101	-;-;-;-;-;-;-	1908	166	117	209	115	118	75	121	208	461	190	131	211	104	146	150	141	195	159	163	134	159	102
DDB_G0278323	3;3	704452;704526	704457;704660	+;+	141	0	1	4	1	2	3	1	3	2	1	0	0	1	5	6	1	1	0	0	1	2	2
DDB_G0278325	3	705714	707582	+	1869	0	0	1	0	0	0	1	3	14	25	19	3	0	0	2	2	3	0	1	11	23	8
DDB_G0278327	3;3	707798;708415	708349;709539	+;+	1677	153	18	21	45	67	42	33	22	50	59	51	108	36	27	66	49	37	40	41	53	52	24
DDB_G0278329	3;3	709637;710111	709954;710735	-;-	943	57	24	23	32	39	28	31	27	44	35	36	89	29	32	80	39	25	25	21	36	65	41
DDB_G0278331	3;3	711190;711544	711459;713754	+;+	2481	379	62	33	71	183	136	139	92	114	68	49	289	44	20	100	150	137	205	98	121	80	92
DDB_G0278333	3;3;3	713852;715386;715892	715235;715787;716167	-;-;-	2062	665	217	702	533	524	463	624	591	1160	636	403	423	253	638	849	584	483	156	680	369	650	453
DDB_G0278335	3;3	716610;717015	716902;717262	-;-	541	150	74	95	134	125	117	141	171	219	252	130	77	115	107	135	213	218	485	144	116	253	151
DDB_G0278337	3;3	717829;718388	718118;718568	-;-	471	87	16	3	13	27	19	32	34	41	15	17	160	33	5	46	53	82	88	33	71	28	40
DDB_G0278339	3;3	719660;720789	720690;722180	+;+	2423	129	425	286	446	450	426	523	562	1079	895	1065	19	230	207	251	229	427	1095	551	322	899	702
DDB_G0278341	3;3	722601;723456	723373;724035	-;-	1353	4652	178	119	85	96	85	107	171	294	362	214	4933	219	206	201	114	148	44	232	1307	350	376
DDB_G0278345	3	726196	728064	+	1869	12186	939	128	55	59	120	130	107	200	319	259	8771	396	120	83	87	76	32	130	2276	308	298
DDB_G0278347	3;3	729623;729989	729871;730224	+;+	485	1	1	16	4	3	3	1	7	4	36	4	0	2	15	12	11	6	0	14	6	7	65
DDB_G0278349	3;3;3;3	731119;731681;731977;732171	731439;731890;732062;732559	+;+;+;+	1006	2153	561	547	562	847	766	869	708	973	685	676	1304	652	543	782	599	707	534	805	693	897	774
DDB_G0278351	3;3	734428;734943	734825;737543	+;+	2999	139	39	76	100	130	70	84	147	321	169	234	105	39	76	109	82	140	150	277	164	334	303
DDB_G0278353	3;3;3;3	737677;738920;739181;739483	738855;739069;739391;739535	-;-;-;-	1593	44	25	47	51	54	33	43	67	133	62	80	37	26	44	61	45	49	17	71	54	77	46
DDB_G0278355	3	739649	741739	+	2091	160	61	114	81	81	45	50	59	102	77	63	146	68	111	88	92	71	95	64	62	54	37
DDB_G0278357	3;3	741857;742334	742113;742531	-;-	455	174	47	39	51	74	49	36	40	63	33	28	338	169	93	129	162	102	161	86	126	72	58
DDB_G0277867	3;3;3	743092;743846;744221	743625;743918;744234	-;-;-	621	1068	1002	1341	1151	1171	1088	1440	1559	2103	1690	1684	1275	2451	1645	2168	2177	2521	1549	1696	1125	2042	2026
DDB_G0277841	3;3;3	746045;746375;746888	746240;746752;749671	+;+;+	3358	528	231	257	299	359	262	324	394	676	578	510	420	326	293	421	324	272	224	316	267	452	189
DDB_G0278359	3	749797	752378	-	2582	14	5	10	17	14	11	5	3	5	2	3	11	0	12	10	2	5	0	0	0	5	1
DDB_G0278665	3;3;3	753028;756404;756946	756202;756522;757087	-;-;-	3436	284	1262	921	828	1007	930	1017	1850	2041	899	639	195	813	747	978	1026	1960	2154	1191	431	887	828
DDB_G0278667	3	758682	759337	+	656	136	217	178	245	213	170	442	953	818	509	440	183	529	246	571	538	1334	956	940	376	507	438
DDB_G0278363	3	761769	762570	+	802	3	0	3	1	5	3	5	7	17	15	10	11	6	6	8	8	11	18	24	11	34	23
DDB_G0278367	3;3;3;3;3	766301;767167;767866;768328;768613	767050;767772;768235;768469;768775	-;-;-;-;-	2031	50	9	38	25	22	10	11	9	29	12	13	41	4	31	42	19	7	4	8	10	15	17
DDB_G0278369	3	768975	770144	+	1170	21	0	6	4	9	2	2	5	2	1	2	19	3	6	14	8	5	3	4	6	6	2
DDB_G0278371	3;3	770444;770709	770591;770915	-;-	355	51	32	48	46	49	32	60	113	206	97	86	120	25	102	181	81	100	20	51	119	165	87
DDB_G0278373	3	771365	773652	-	2288	32	13	25	29	31	14	29	29	42	17	16	32	16	15	46	29	22	28	14	18	23	9
DDB_G0277857	3;3	776296;776491	776395;778908	+;+	2518	311	246	334	305	345	266	365	366	592	469	414	228	212	280	366	300	277	194	315	240	426	277
DDB_G0278375	3;3;3;3	779449;779737;780024;780493	779622;779895;780326;780848	+;+;+;+	992	206	101	142	151	169	121	197	285	540	321	296	268	279	273	366	285	364	378	377	271	538	480
DDB_G0278669	3	781169	782466	-	1298	2	0	3	2	2	4	3	3	3	0	5	2	1	8	1	2	1	2	0	4	3	1
DDB_G0278377	3	782695	784629	-	1935	8	4	15	8	12	6	13	16	20	12	13	14	3	16	17	7	9	4	3	8	21	18
DDB_G0278671	3	784969	786670	-	1702	6	6	13	3	4	3	16	88	346	370	352	1	6	11	5	14	72	85	182	137	348	301
DDB_G0278673	3;3;3;3	788114;788273;788489;789320	788200;788410;789198;789343	-;-;-;-	959	59	142	95	89	95	40	114	163	330	255	268	60	139	112	138	117	151	249	174	141	319	174
DDB_G0278675	3;3;3	789665;790832;791252	790618;791157;791723	-;-;-	1752	23	6	23	30	25	20	17	12	32	24	27	19	8	14	32	14	12	8	13	16	26	9
DDB_G0277901	3;3;3;3	792407;792789;793312;793514	792642;793234;793414;794236	+;+;+;+	1508	540	429	688	792	877	766	705	563	543	361	432	245	320	750	885	758	545	481	339	267	575	564
DDB_G0278379	3;3;3;3	795018;795504;796372;796831	795123;796277;796679;798263	+;+;+;+	2621	118	172	248	275	263	266	277	500	926	796	759	104	84	165	174	230	447	761	337	234	531	331
DDB_G0278381	3;3;3;3	800671;801229;801718;802005	801097;801588;801897;802350	-;-;-;-	1313	313	291	353	310	410	355	1085	1969	2877	1808	2054	349	486	531	632	640	1251	392	1546	872	2289	1999
DDB_G0278383	3;3	803175;803545	803427;803642	+;+	351	0	9	5	5	8	5	62	91	139	79	73	0	6	12	19	21	76	18	72	30	95	108
DDB_G0278677	3	803909	804833	-	925	8	155	165	60	49	31	28	22	31	25	19	35	339	284	132	67	33	11	14	20	44	27
DDB_G0278679	3;3	805261;806809	806724;806928	-;-	1584	0	2	18	10	11	17	47	33	55	57	98	1	2	15	30	14	15	1	4	15	144	152
DDB_G0278385	3	810650	811001	+	352	2	1	0	6	8	6	26	14	8	3	5	0	0	5	7	6	10	1	0	0	5	3
DDB_G0278387	3;3;3	811383;811851;812108	811672;811970;812402	-;-;-	705	98	37	71	84	58	81	72	55	67	51	57	116	66	131	139	174	76	138	28	93	107	56
DDB_G0278389	3;3	814629;814800	814708;815401	+;+	682	0	0	7	1	1	1	1	1	0	7	0	0	0	11	3	2	2	1	5	1	2	14
DDB_G0278391	3	815776	816438	+	663	0	0	0	1	0	0	3	5	4	0	3	0	2	1	1	3	22	5	0	2	2	0
DDB_G0278393	3	817354	818852	+	1499	13	11	10	14	22	29	577	1037	923	688	600	5	6	24	32	50	537	116	354	252	869	362
DDB_G0278395	3;3;3	819220;819569;821238	819482;821027;821289	-;-;-	1774	163	61	125	135	133	122	114	147	228	206	135	86	50	94	142	119	149	304	108	77	187	97
DDB_G0278399	3	821871	822364	+	494	1	1	11	2	3	1	0	0	0	33	6	1	2	11	7	13	2	1	11	0	3	37
DDB_G0278401	3;3;3	822687;823274;824014	823084;823801;824101	+;+;+	1014	1	0	2	0	7	0	1	4	4	1	2	0	0	2	5	9	4	2	6	0	0	0
DDB_G0278403	3;3	825274;825595	825502;826184	+;+	819	1	2	2	1	0	1	3	3	5	6	2	1	0	0	1	1	1	2	3	0	3	3
DDB_G0278681	3;3	827063;828804	828660;829140	+;+	1935	12	2	3	3	3	5	1	2	2	2	1	4	2	4	1	9	3	5	2	1	2	4
DDB_G0278405	3	830272	832065	+	1794	9	2	14	23	41	106	161	149	141	93	184	6	33	56	87	105	282	123	51	37	216	214
DDB_G0278407	3;3;3	833181;834371;834743	834279;834607;836108	+;+;+	2702	114	58	131	154	170	143	151	207	357	282	315	98	54	128	189	219	176	321	196	143	297	202
DDB_G0278409	3;3;3;3	836437;837567;837762;838747	837470;837680;838101;838779	-;-;-;-	1521	897	839	1303	968	1045	827	1472	1865	2454	1814	1557	789	1561	1370	1729	1621	2100	872	1839	924	1782	1829
DDB_G0278683	3;3;3;3;3;3	839511;839511;839686;839735;840229;840229	839591;839591;840099;840099;840666;840666	+;+;+;+;+;+	933	119	30	33	34	48	39	29	39	45	13	20	179	41	61	93	37	30	2	22	53	35	29
DDB_G0277871	3	845743	849098	+	3356	103	18	119	101	18	75	160	201	179	1277	1670	5	13	116	44	89	443	245	282	125	719	858
DDB_G0278411	3;3;3	849773;850150;850523	849932;850429;851130	+;+;+	1048	72	21	54	48	64	51	58	108	145	120	92	114	36	85	110	123	138	184	96	104	169	88
DDB_G0278413	3;3	851195;851631	851530;851915	-;-	621	38	17	24	33	33	21	32	51	112	71	59	60	27	44	60	36	70	94	43	41	51	46
DDB_G0278685	3;3;3;3;3	852176;853709;854245;854450;854610	853620;854132;854333;854474;854773	-;-;-;-;-	2147	346	309	506	508	441	391	564	670	1016	856	926	414	404	528	685	749	766	756	676	525	914	560
DDB_G0277919	3	855258	856931	-	1674	3011	1359	1390	1509	1672	1391	1479	1507	2447	2209	1577	2193	2187	1814	2275	2074	1640	1445	1824	1345	2057	1609
DDB_G0278415	3	857697	858660	+	964	70	25	28	46	53	29	40	37	43	33	25	108	53	43	101	57	48	29	37	46	34	30
DDB_G0278417	3;3	859086;859950	859300;863604	+;+	3870	95	370	402	355	335	317	252	235	354	191	179	57	261	330	296	282	254	199	140	104	199	203
DDB_G0278421	3;3	865016;865138	865065;865738	+;+	651	0	1	7	2	0	0	0	0	0	8	2	0	1	1	0	1	1	0	3	0	0	9
DDB_G0278423	3	866013	866453	+	441	0	4	5	5	4	0	1	2	1	16	1	1	1	6	1	3	2	0	3	0	1	12
DDB_G0278425	3;3	866698;867713	867618;870080	-;-	3289	265	211	306	316	350	280	322	419	568	496	500	204	219	285	322	350	411	532	326	228	477	257
DDB_G0278427	3;3;3	870564;870748;871004	870655;870934;871424	+;+;+	700	35	6	10	19	23	20	24	14	26	9	10	57	17	17	42	20	10	9	14	23	19	15
DDB_G0278429	3	871775	872149	-	375	16495	12924	14629	14242	14154	12739	14288	13945	11881	7278	4386	7336	17928	15633	11766	15043	20121	15823	15552	7080	9167	7247
DDB_G0278431	3;3	872674;873044	872939;874217	-;-	1440	47	10	37	34	24	8	12	22	91	94	81	16	3	38	29	13	16	66	49	55	96	42
DDB_G0278433	3;3;3	875590;876007;877100	875746;876931;877535	+;+;+	1518	1702	367	588	480	575	570	928	1285	1530	1064	910	572	362	508	410	456	852	1931	1137	579	1036	697
DDB_G0278435	3	877805	880508	-	2704	75	16	41	34	38	31	32	21	66	45	25	49	27	28	49	37	32	20	43	26	55	32
DDB_G0278437	3	880818	881366	-	549	1	0	5	4	0	0	0	0	0	10	7	0	0	2	1	3	0	0	1	0	0	8
DDB_G0278439	3	881959	882399	-	441	1	1	3	1	0	1	0	0	1	14	4	0	0	1	1	4	0	0	0	0	4	13
DDB_G0278441	3;3	883102;883787	883692;884264	-;-	1069	66	71	106	116	128	103	193	316	544	449	437	67	100	159	224	237	323	414	305	244	503	364
DDB_G0278443	3;3	885094;886749	886641;886826	+;+	1626	50	38	65	56	55	42	36	61	114	105	70	57	40	57	88	61	45	43	81	43	88	59
DDB_G0278687	3;3	887014;888077	887952;890500	+;+	3363	22	7	15	8	12	12	4	17	34	18	21	18	4	17	27	5	15	4	5	12	24	1
