# Program:featureCounts v2.0.0; Command:featureCounts -a reference/D_discoideum_PASAua.gtf -o featureCounts/counts.txt -s 2 -T 4 merged_mapped/SI-2309-FS146-0h-h.bam merged_mapped/SI-2309-FS146-0h-i.bam merged_mapped/SI-2309-FS146-0h-j.bam merged_mapped/SI-2309-FS146-0h-k.bam merged_mapped/SI-2309-FS146-10h-h.bam merged_mapped/SI-2309-FS146-10h-i.bam merged_mapped/SI-2309-FS146-10h-j.bam merged_mapped/SI-2309-FS146-10h-k.bam merged_mapped/SI-2309-FS146-2h-h.bam merged_mapped/SI-2309-FS146-2h-i.bam merged_mapped/SI-2309-FS146-2h-j.bam merged_mapped/SI-2309-FS146-2h-k.bam merged_mapped/SI-2309-FS146-4h-h.bam merged_mapped/SI-2309-FS146-4h-i.bam merged_mapped/SI-2309-FS146-4h-j.bam merged_mapped/SI-2309-FS146-4h-k.bam merged_mapped/SI-2309-FS146-6h-h.bam merged_mapped/SI-2309-FS146-6h-i.bam merged_mapped/SI-2309-FS146-6h-j.bam merged_mapped/SI-2309-FS146-6h-k.bam merged_mapped/SI-2309-FS146-8h-h.bam merged_mapped/SI-2309-FS146-8h-i.bam merged_mapped/SI-2309-FS146-8h-j.bam merged_mapped/SI-2309-FS146-8h-k.bam																													
Geneid	Chr	Start	End	Strand	Length	merged_mapped/SI-2309-FS146-0h-h.bam	merged_mapped/SI-2309-FS146-0h-i.bam	merged_mapped/SI-2309-FS146-0h-j.bam	merged_mapped/SI-2309-FS146-0h-k.bam	merged_mapped/SI-2309-FS146-10h-h.bam	merged_mapped/SI-2309-FS146-10h-i.bam	merged_mapped/SI-2309-FS146-10h-j.bam	merged_mapped/SI-2309-FS146-10h-k.bam	merged_mapped/SI-2309-FS146-2h-h.bam	merged_mapped/SI-2309-FS146-2h-i.bam	merged_mapped/SI-2309-FS146-2h-j.bam	merged_mapped/SI-2309-FS146-2h-k.bam	merged_mapped/SI-2309-FS146-4h-h.bam	merged_mapped/SI-2309-FS146-4h-i.bam	merged_mapped/SI-2309-FS146-4h-j.bam	merged_mapped/SI-2309-FS146-4h-k.bam	merged_mapped/SI-2309-FS146-6h-h.bam	merged_mapped/SI-2309-FS146-6h-i.bam	merged_mapped/SI-2309-FS146-6h-j.bam	merged_mapped/SI-2309-FS146-6h-k.bam	merged_mapped/SI-2309-FS146-8h-h.bam	merged_mapped/SI-2309-FS146-8h-i.bam	merged_mapped/SI-2309-FS146-8h-j.bam	merged_mapped/SI-2309-FS146-8h-k.bam
DDB_G0278121	3;3	321235;323703	323606;325786	-;-	4456	212	307	318	332	129	119	86	58	438	441	34	49	156	79	105	94	228	115	134	202	184	43	45	119
DDB_G0278123	3;3	326427;326722	326608;326761	-;-	222	382	445	551	641	522	885	646	360	809	580	1189	402	1679	482	1618	904	1458	1227	977	599	1132	409	1728	1042
DDB_G0278125	3	327348	329843	-	2496	2548	4790	1851	2801	891	2082	968	288	1576	1171	238	468	483	287	423	237	653	728	791	580	1243	510	809	561
DDB_G0277877	3	330250	331303	+	1054	1820	3067	2049	2224	1281	1122	1251	525	3102	2477	424	966	923	364	1331	842	1014	772	798	366	1266	586	893	872
DDB_G0277915	3;3;3	332007;332247;332483	332024;332349;334877	+;+;+	2516	2384	1956	1593	1648	212	592	418	271	3866	3283	1612	1278	908	366	313	561	778	619	707	448	155	171	130	344
DDB_G0278127	3;3	335016;335394	335227;335431	-;-	250	63	85	110	61	6086	1362	2517	1844	45	36	229	41	7	6	47	11	24	24	12	23	2150	297	609	1356
DDB_G0278133	3;3;3	338162;338485;339636	338411;339556;339830	-;-;-	1517	278	291	241	262	31	93	27	33	137	155	76	33	139	30	32	30	151	86	85	111	105	21	39	85
DDB_G0278141	3;3	343671;346535	346448;346656	-;-	2900	2650	3515	2636	2758	1153	709	1131	521	2463	2916	1056	1370	1455	693	503	933	809	414	967	533	517	675	354	566
DDB_G0278143	3;3;3;3	347156;348399;349185;352896	348397;349089;352894;353709	+;+;+;+	6457	2480	5035	4016	4644	1360	3488	1697	778	8203	6350	1423	1914	4565	2819	2352	1749	4070	2743	3150	4212	3005	1146	772	1586
DDB_G0278147	3;3	354814;357996	357894;358214	+;+	3300	640	1281	981	886	450	346	629	402	1822	1741	661	996	612	196	292	664	652	328	623	407	328	395	256	446
DDB_G0278613	3;3;3	358498;358770;359727	358694;359724;361472	-;-;-	2898	3913	5413	2386	2366	126	273	126	45	696	918	238	247	1138	841	447	311	717	697	779	634	204	71	76	101
DDB_G0277861	3;3	364618;364978	364838;368104	+;+	3348	6991	11508	10609	11963	13313	15396	16766	6748	107704	80531	20483	48551	6263	1963	3686	4483	8228	3323	4124	4144	13114	8018	6094	9953
DDB_G0278617	3;3;3;3	368973;370460;371131;371419	370378;371128;371417;372183	+;+;+;+	3127	366	739	699	656	1895	900	1132	752	805	748	359	260	861	194	569	476	775	195	458	401	1323	992	568	991
DDB_G0278151	3	372461	373942	-	1482	2225	3033	2967	3160	1087	3140	1184	654	2397	1612	963	407	2667	854	3024	1185	4747	3244	1909	2108	3942	792	2209	2071
DDB_G0278153	3;3	374402;375290	375185;375493	-;-	988	1399	1696	1325	1265	1670	2380	1103	773	2417	1623	1775	631	2451	765	3271	1365	4088	2408	1667	1765	4590	935	2761	2667
DDB_G0278155	3;3	376096;376393	376289;376929	+;+	731	3657	4062	4343	3772	3478	2781	1451	1630	2067	2179	2079	776	3061	1252	1459	896	3220	2474	2305	1590	2387	873	1245	1628
DDB_G0278157	3;3	377108;377726	377604;377876	+;+	648	8471	9923	11726	9678	20977	12315	9598	7995	13369	8894	10582	3363	14057	4833	14673	7178	21926	9939	7318	8435	43608	7315	19300	21289
DDB_G0278159	3;3;3;3	378120;378508;379004;379592	378378;378902;379457;379977	-;-;-;-	1494	4806	6570	7008	7398	1009	1683	1081	571	965	840	785	367	1769	605	6167	2110	3046	3379	2944	1642	1970	541	1574	1269
DDB_G0277865	3;3;3;3;3	381389;381973;382173;382522;382887	381702;382078;382420;382773;383357	+;+;+;+;+	1391	1592	1658	1409	1436	2626	3597	1589	1693	2089	1801	1008	584	2634	1299	2277	1236	3679	2301	2383	2828	6512	972	1223	2100
DDB_G0278161	3;3	385354;385840	385527;387534	+;+	1869	1489	1501	842	803	150	404	224	98	2162	1607	515	304	482	191	403	329	527	760	574	416	287	146	112	258
DDB_G0278163	3;3	387740;388106	388010;388320	-;-	486	4814	4666	3078	3379	18178	11898	10153	8068	10421	9607	13299	4961	23444	8782	21000	11638	23478	14007	12031	9223	27029	6797	18040	17026
DDB_G0278167	3	391115	391267	+	153	41	49	40	38	22	25	30	22	176	133	141	77	62	15	34	36	39	26	27	34	55	25	28	54
DDB_G0278169	3	391453	392309	-	857	247	307	287	251	139	166	136	83	539	348	163	90	424	148	264	199	565	291	244	253	381	152	190	273
DDB_G0278171	3	393144	395891	+	2748	85	235	261	200	912	170	650	497	171	169	42	87	87	22	32	98	94	14	71	35	160	218	73	236
DDB_G0278173	3	395988	397726	-	1739	182	200	176	250	1155	746	675	496	2445	2028	1274	612	1274	360	941	626	1041	449	653	471	1420	768	646	1010
DDB_G0278179	3;3	400465;402119	402009;402529	-;-	1956	112	384	419	494	829	112	970	505	196	352	58	396	127	19	65	592	169	49	447	54	95	1057	340	593
DDB_G0278181	3;3	405555;406960	406868;408659	+;+	3014	1078	1871	852	809	3483	4921	2283	2065	3453	2463	773	770	2961	1139	943	891	3576	1950	2184	3466	6878	1563	1313	2810
DDB_G0278183	3;3	408831;410614	410507;410742	-;-	1806	116	95	101	107	9	11	16	7	21	28	27	4	33	21	10	14	34	27	37	29	8	8	7	5
DDB_G0277903	3	412585	414044	+	1460	9	8	13	25	66	58	18	17	39	34	3	12	11	5	4	1	16	5	2	10	46	8	13	15
DDB_G0295727	3;3	416548;422615	422272;422805	+;+	5916	1	16	4	4	11	16	3	4	13	14	4	5	4	1	5	5	3	2	0	0	12	2	1	3
DDB_G0278189	3;3	423719;424015	423939;426046	+;+	2253	296	417	418	469	392	813	373	233	527	463	229	115	653	170	485	237	813	465	383	548	723	274	356	511
DDB_G0278191	3;3;3;3	426248;426439;426595;426806	426357;426501;426699;427288	+;+;+;+	761	148	301	360	400	797	664	469	310	228	170	125	73	422	148	310	152	905	627	471	374	1490	249	565	771
DDB_G0278621	3;3	427974;428925	428830;430638	+;+	2571	487	864	676	923	1573	1355	1348	670	1555	1597	704	432	1604	599	1546	787	1503	840	999	846	1255	831	682	1011
DDB_G0278623	3	430729	431748	-	1020	5291	4350	3273	3958	834	531	1160	595	1685	1761	2490	1680	1619	791	1258	1796	966	540	1337	587	428	953	2038	1108
DDB_G0278625	3;3;3	432237;433852;434991	433781;434836;435322	+;+;+	2862	63	71	87	102	1	10	6	3	22	18	6	3	13	8	8	13	11	16	15	29	1	4	4	5
DDB_G0278627	3;3	435792;439523	438466;439528	-;-	2681	1	3	2	1	1587	479	852	942	4	3	0	0	0	1	1	2	0	0	1	5	251	30	34	127
DDB_G0277899	3;3	439570;440398	440297;440627	+;+	958	174	245	194	219	62	106	52	54	124	92	71	31	78	30	49	43	100	75	68	80	105	34	127	64
DDB_G0277869	3;3;3;3	441085;441576;442061;442253	441456;441916;442118;442356	-;-;-;-	875	11712	23888	16437	18566	79275	18273	42260	45807	33770	38325	12033	32190	32597	5614	16831	28101	32612	7207	19971	10207	40074	46225	33712	51443
DDB_G0278193	3;3;3;3	444626;446245;446375;446530	446242;446373;446528;446858	+;+;+;+	2229	545	714	695	777	36	104	48	45	213	243	68	67	169	95	37	74	118	141	154	176	46	23	22	45
DDB_G0278195	3;3	447655;448085	447796;448305	+;+	363	428	610	618	611	278	460	400	170	597	306	462	137	449	172	942	446	608	594	513	264	581	293	556	563
DDB_G0278629	3;3;3;3	459520;459673;459972;460525	459580;459872;460432;461972	+;+;+;+	2170	2455	2725	1946	2226	2645	4727	2139	1524	22113	12196	4206	3158	6226	1979	3897	2276	6768	3789	2955	4370	8054	1547	1592	2835
DDB_G0278631	3;3;3;3	462648;463080;463345;463697	462978;463258;463614;464121	+;+;+;+	1205	59	72	88	62	363	333	209	200	300	176	152	48	289	70	351	161	410	221	192	229	620	165	341	420
DDB_G0278199	3	464388	466452	+	2065	16	21	27	37	32	24	35	16	82	53	33	10	36	12	46	24	46	22	18	15	41	13	30	18
DDB_G0277873	3	467909	470077	+	2169	47	137	71	68	1383	1178	720	852	247	277	61	100	1114	184	71	350	2874	293	1188	2260	3262	3429	1049	3845
DDB_G0278201	3	470480	470827	-	348	0	0	2	0	1	0	1	1	2	1	2	0	0	1	0	0	5	1	0	1	0	0	0	0
DDB_G0278203	3;3	471498;471785	471680;473037	+;+	1436	21	34	19	16	105	36	83	49	20	18	12	10	16	8	8	10	17	9	17	5	19	35	17	33
DDB_G0278205	3;3;3	473291;473538;474112	473390;473962;474218	-;-;-	632	9966	13076	13637	13385	14157	13541	8595	7613	17994	14392	9108	4178	20260	6585	13562	8235	25341	12933	11682	11292	27357	7206	12310	15504
DDB_G0278209	3	475542	477716	+	2175	122	169	180	174	356	213	257	266	266	246	93	83	233	70	70	136	243	61	145	181	244	234	144	287
DDB_G0278211	3	477809	479848	-	2040	165	204	169	156	138	199	106	93	368	249	180	87	93	30	149	93	103	87	79	79	280	83	197	317
DDB_G0278213	3;3;3	481093;481512;482095	481373;481983;482685	+;+;+	1344	33	21	47	45	8556	15969	6680	5129	62	54	72	34	159	33	123	52	1463	156	353	2682	29947	4461	13075	23840
DDB_G0278215	3;3;3	484071;484367;485472	484225;485383;490075	+;+;+	5776	416	566	442	488	920	1260	801	530	2173	2085	413	1036	2490	944	522	939	3673	1231	2083	2845	1026	1028	452	907
DDB_G0278217	3;3;3;3;3	491480;491480;491663;491906;491906	491552;491794;491794;492327;492327	+;+;+;+;+	737	0	1	0	0	265	139	189	162	0	0	1	0	2	0	0	0	1	0	1	2	456	30	206	351
DDB_G0278219	3;3	492624;493143	493036;494235	-;-	1506	432	552	556	489	272	708	455	269	3358	2388	1684	658	1074	373	937	722	1405	1171	811	636	356	159	461	580
DDB_G0277831	3;3	498280;498690	498594;499717	+;+	1343	231	230	134	139	1428	2165	840	944	1059	751	780	273	352	93	331	202	618	228	203	482	3567	636	1418	2381
DDB_G0278719	3	499808	501421	-	1614	0	0	1	0	171	75	91	80	2	0	0	0	0	0	1	0	0	1	0	2	139	25	56	133
DDB_G0278717	3	501817	502437	-	621	0	0	0	0	15	10	8	1	0	0	1	1	0	0	0	0	1	0	1	0	50	4	9	22
DDB_G0277829	3;3	504432;504941	504775;506079	+;+	1483	18	24	85	105	6826	13581	4535	3787	83	70	114	154	1901	580	1580	650	11169	3031	2770	5161	38849	4430	9953	15857
DDB_G0278225	3;3	509241;509451	509323;509610	+;+	243	1	1	3	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
DDB_G0278227	3;3;3	509789;510359;510825	510269;510740;511752	-;-;-	1791	361	390	349	402	648	722	462	337	785	569	314	143	394	160	660	301	642	510	495	376	776	239	513	655
DDB_G0278229	3	512534	515209	-	2676	1439	2306	1297	1200	329	217	258	246	462	485	142	136	302	195	154	181	162	173	236	167	193	70	74	103
DDB_G0278231	3	515424	515895	-	472	24	14	22	13	33	31	24	28	17	10	28	7	15	16	28	13	28	12	25	21	89	22	37	73
DDB_G0278233	3	516431	517431	+	1001	356	416	377	362	497	434	154	269	362	374	176	111	577	250	269	191	575	334	371	390	684	125	253	368
DDB_G0294557	3;3;3	517463;518749;519029	518677;518907;519124	-;-;-	1470	915	882	532	553	954	1501	965	560	2922	1810	1527	629	1368	522	1410	914	1404	1671	1115	831	1607	392	1049	1033
DDB_G0278635	3	519507	521406	-	1900	1674	2353	2777	3180	586	889	695	229	521	495	253	202	332	111	518	243	382	689	434	285	380	241	364	352
DDB_G0277845	3;3	525634;529308	529227;531677	-;-	5964	254	672	527	600	1100	401	502	529	873	1011	85	396	427	185	110	237	347	102	325	378	363	230	63	286
DDB_G0278239	3;3;3;3;3;3;3;3;3;3	532079;532984;533232;533232;533718;533718;533935;533935;534182;534182	532106;532991;533625;533625;533847;533847;534089;534089;534784;534784	-;-;-;-;-;-;-;-;-;-	1318	192	189	171	155	407	338	292	222	296	241	191	49	454	146	442	206	665	258	298	349	769	196	369	542
DDB_G0278639	3;3	535598;537818	537732;538688	-;-	3006	4550	4965	2755	3821	3026	4476	2411	1087	6453	5510	2048	3262	2692	1431	1377	1279	3600	2550	3108	2348	4468	1429	1729	2354
DDB_G0278241	3;3;3;3	539850;540071;540757;541024	539996;540673;540941;541072	+;+;+;+	984	532	608	643	652	513	1035	353	342	742	455	348	114	687	206	651	331	1150	979	646	569	982	206	525	791
DDB_G0278243	3;3;3;3;3;3	541492;542524;542899;543209;543644;544052	542520;542785;543117;543570;543936;545240	-;-;-;-;-;-	3354	5963	8020	6898	11034	232	440	545	123	3978	4754	2417	2658	628	279	771	842	586	850	1028	222	287	490	505	261
DDB_G0278643	3;3;3	550955;551309;551706	551183;551618;551854	+;+;+	688	894	907	964	821	2548	1232	1188	892	1933	1272	1353	473	1204	441	1779	825	1968	1059	921	676	3433	640	1999	1792
DDB_G0278247	3	552124	554805	+	2682	73	86	104	85	37	41	56	16	161	135	38	11	139	41	83	35	110	45	48	93	36	13	49	43
DDB_G0278249	3;3	554945;555545	555449;555809	+;+	770	75	112	75	63	53	54	48	26	156	115	98	23	144	42	117	76	147	96	73	105	171	48	91	92
DDB_G0277853	3;3;3	558488;558654;558997	558551;558800;563945	+;+;+	5160	4	17	6	7	2939	268	2226	4695	11	19	5	12	5	5	4	22	14	3	12	9	155	121	30	271
DDB_G0278253	3	566464	568173	-	1710	1521	1210	1013	1036	2405	3016	1067	1447	1129	962	361	291	3964	1288	1020	1054	4143	2090	1808	3284	3894	871	539	1423
DDB_G0278255	3	568794	570338	-	1545	5138	10135	7361	7982	1498	2781	1231	618	1519	763	178	177	2154	523	1130	598	2997	2244	1913	2454	3283	1150	1330	1953
DDB_G0278257	3;3	571285;572733	572624;572984	-;-	1592	3359	4332	3896	4146	2154	3990	2072	1596	5132	4661	2471	1122	5077	2042	5627	2899	5125	4198	3738	3464	5552	1354	1577	2024
DDB_G0278259	3;3	573756;574037	573930;576993	+;+	3132	2444	2915	2197	2355	897	1612	1045	512	4761	4697	2103	1616	6241	2391	1967	1956	5126	1906	2474	3454	1838	1714	1110	1530
DDB_G0278261	3;3	577308;577838	577600;579485	+;+	1941	749	880	748	804	707	1508	1021	401	2154	1451	1036	288	1363	476	2414	758	1215	1473	1037	540	875	315	626	575
DDB_G0278263	3;3	579676;579927	579840;580766	-;-	1005	172	275	453	481	120	257	90	45	77	48	3	7	46	39	95	65	135	173	190	129	143	64	52	101
DDB_G0278265	3;3	581627;582356	582269;583695	+;+	1983	142	172	129	174	53	99	50	24	75	62	23	8	77	48	150	64	118	115	114	97	87	43	45	43
DDB_G0278267	3;3	586381;588929	588813;589126	+;+	2631	96	195	154	247	18	24	51	23	135	136	78	112	54	29	35	53	49	25	60	38	16	46	25	57
DDB_G0277905	3;3;3;3;3	589644;590073;590734;591078;592249	589922;590663;590951;592127;592509	+;+;+;+;+	2399	1417	1701	1775	1801	1925	2857	1725	1246	3711	2608	1746	701	4912	1266	4645	1812	4620	2805	2387	2242	4115	1170	1657	2276
DDB_G0278269	3;3;3;3;3	593095;593095;593879;593879;594081	593694;593694;593989;594233;594233	+;+;+;+;+	955	802	948	885	905	90	275	110	73	88	67	102	43	129	62	107	74	279	239	285	173	211	65	171	204
DDB_G0278645	3;3;3;3;3;3	594341;594701;595017;595017;596091;596091	594600;594777;595745;595745;596283;596283	-;-;-;-;-;-	1259	12	13	16	15	30	33	25	43	15	9	12	2	7	4	15	9	5	3	7	2	3	3	6	6
DDB_G0349222	3;3;3	598613;598999;599240	598853;599151;599354	-;-;-	509	18	20	40	30	14	16	27	5	34	20	36	6	25	8	24	8	38	15	10	11	32	8	32	31
DDB_G0278271	3;3;3;3	599553;599845;600596;600823	599602;600515;600695;601031	+;+;+;+	1030	3048	3103	2735	2945	1986	1193	842	974	1793	2245	1416	1345	2549	959	380	786	1612	719	1398	1316	1376	763	1016	1565
DDB_G0278273	3	601284	602879	-	1596	69	95	127	173	29	66	41	22	101	65	20	13	44	19	56	35	97	73	61	52	30	25	40	41
DDB_G0278275	3;3;3;3;3	603032;603032;603698;603698;603993	603594;603594;603771;603805;604072	-;-;-;-;-	751	7749	9855	10867	8892	3035	2789	3282	1935	4113	2955	2992	1114	4647	1368	4005	2481	5125	3699	2776	2476	3937	1854	3538	3253
DDB_G0277835	3;3	604573;604865	604605;605957	+;+	1126	1934	3716	3448	3820	197	272	194	110	360	391	188	65	614	243	467	235	374	326	428	180	185	102	171	176
DDB_G0278277	3;3	606203;606700	606466;607064	-;-	629	195	228	198	233	108	162	103	68	797	408	461	232	121	73	229	113	270	266	170	138	156	57	213	196
DDB_G0277917	3;3;3	607428;607677;607978	607479;607845;608249	+;+;+	493	982	1308	1476	1215	706	952	579	395	6903	3596	2323	997	1186	466	1120	751	2486	1356	981	830	1692	310	706	927
DDB_G0277833	3;3	608653;609432	609063;609434	-;-	414	6	6	1	1	6	3	4	2	7	2	13	4	3	1	2	3	1	5	1	3	4	1	5	1
DDB_G0278279	3;3;3	610480;611117;611605	611019;611448;611752	-;-;-	1020	0	0	0	1	0	2	1	2	0	1	0	1	0	0	1	1	1	0	3	0	0	0	2	1
DDB_G0278647	3;3;3	612420;613106;613529	613006;613437;613720	-;-;-	1111	246	167	89	73	185	139	141	111	210	197	201	37	231	88	276	100	305	108	118	154	393	56	246	140
DDB_G0278281	3;3	614494;615105	615009;615842	-;-	1254	312	279	228	201	512	761	424	319	1447	1145	660	241	1139	388	858	473	1774	919	680	982	1518	298	558	748
DDB_G0278283	3;3;3	616133;616555;616862	616517;616825;618179	-;-;-	1974	2610	4508	3921	4054	227	370	242	129	1027	623	277	197	1107	332	453	371	752	565	451	550	329	154	116	178
DDB_G0278285	3;3;3;3;3;3	618891;619962;620384;620795;622245;622588	619856;620273;620716;622060;622361;622633	-;-;-;-;-;-	3040	4224	8356	7675	9986	3373	4392	3311	2235	5847	6002	719	2556	5098	1992	2494	3133	6001	2373	4651	3687	6258	3171	1704	4320
DDB_G0278289	3;3;3;3;3;3;3	625261;625629;625803;626455;626646;626893;627134	625533;625710;626360;626559;626804;627011;627925	+;+;+;+;+;+;+	2088	124	101	32	39	26	13	12	10	129	69	51	33	150	31	73	113	35	20	10	16	15	7	11	21
DDB_G0278291	3	628601	632830	+	4230	118	185	213	271	112	185	97	74	446	362	92	101	256	116	130	153	446	252	314	454	193	106	83	134
DDB_G0278293	3;3	632902;636350	636164;636442	-;-	3356	1655	6371	4406	3837	1157	375	1796	603	2421	3830	784	2877	795	171	365	1203	573	187	715	245	372	1372	831	992
DDB_G0278649	3	636762	637781	+	1020	5788	6574	4035	4426	3737	2840	2116	1351	2510	2478	1535	858	4636	1961	984	1178	3551	1733	3308	2276	1940	1898	2623	1883
DDB_G0278295	3;3;3	638556;638855;639050	638677;638914;639343	+;+;+	476	12363	12899	7804	7838	7459	4546	5200	4370	10706	12178	24137	11125	9812	3756	5042	6888	6291	3982	6327	2497	3441	3273	12931	8302
DDB_G0278297	3	639359	640653	-	1295	1967	2282	2046	1984	2624	2832	1214	857	3055	2696	994	443	5714	2195	3713	1678	5062	2873	2495	2597	4604	1311	976	1794
DDB_G0278299	3;3;3	644192;645233;645780	645126;645689;646306	+;+;+	1919	31	79	66	64	231	184	258	206	103	82	42	15	49	19	48	36	70	42	76	79	103	39	34	49
DDB_G0278301	3;3;3;3;3	647900;648229;648645;649540;651200	648079;648550;649459;651107;651822	+;+;+;+;+	3508	1206	1500	1274	1286	2030	1361	1038	1310	2208	1919	701	591	2474	1177	1075	971	2565	1001	1683	2278	3037	718	883	1313
DDB_G0278651_DDB_G0278653	3;3;3;3	655951;656588;663941;664117	656498;659181;664032;664431	-;-;-;-	3549	338	641	674	803	78	269	117	42	749	920	92	84	1170	558	509	498	474	465	644	628	141	102	56	83
DDB_G0278309	3	666236	667888	+	1653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDB_G0278311	3;3;3	668565;670452;671090	670363;670960;671801	-;-;-	3020	1741	3428	2942	3396	296	528	634	260	2660	2287	563	728	645	228	298	464	608	539	549	474	167	321	161	357
DDB_G0278655	3	672565	673502	+	938	105	131	105	161	4114	1309	1244	1970	117	116	87	49	150	43	73	71	185	128	100	91	205	35	78	117
DDB_G0278313	3	673736	675515	+	1780	4394	3819	2772	2201	820	1664	1047	432	12392	8296	6863	2751	4730	1689	1816	1350	3863	2896	1776	1242	1006	548	606	674
DDB_G0278315	3;3;3	683079;683838;684593	683762;684262;685248	+;+;+	1765	506	522	535	549	80	191	135	46	1606	562	239	136	480	88	274	134	347	298	183	152	167	82	196	124
DDB_G0278317	3	686928	688622	+	1695	31	62	79	130	183	136	180	121	94	107	42	29	103	40	183	113	188	106	275	146	138	80	111	108
DDB_G0278321	3;3	689209;691807	691679;692389	+;+	3054	608	1129	966	1134	205	99	127	101	466	492	97	133	266	230	97	122	190	113	190	269	202	105	66	104
DDB_G0278659	3	692433	695010	-	2578	185	179	212	171	241	243	158	169	512	358	233	114	340	99	191	167	463	160	195	379	364	119	180	352
DDB_G0278661	3;3;3;3;3	695762;698316;698741;699161;699544	698205;698601;699071;699445;700246	-;-;-;-;-	4049	1580	3559	2661	2768	1392	792	1062	804	3645	3867	685	1844	842	285	276	910	857	349	992	523	527	686	464	982
DDB_G0278663	3;3;3;3;3;3;3	701606;701878;702382;702703;703239;703476;703886	701788;702255;702607;703138;703389;703793;704101	-;-;-;-;-;-;-	1908	2400	2610	1961	1762	633	857	463	318	2202	1993	430	201	1493	609	1075	670	1586	961	995	1210	1734	489	428	713
DDB_G0278323	3;3	704452;704526	704457;704660	+;+	141	0	0	0	0	5	1	3	2	0	2	0	1	0	0	0	0	0	0	0	0	4	1	1	4
DDB_G0278325	3	705714	707582	+	1869	0	0	1	0	216	191	131	108	0	0	0	0	0	0	0	2	6	1	2	11	465	53	197	258
DDB_G0278327	3;3	707798;708415	708349;709539	+;+	1677	262	346	456	580	245	437	225	222	218	223	226	132	234	95	81	140	226	224	338	170	205	119	202	299
DDB_G0278329	3;3	709637;710111	709954;710735	-;-	943	250	295	264	319	315	464	211	206	538	404	314	110	403	173	595	301	503	434	388	296	628	103	320	374
DDB_G0278331	3;3	711190;711544	711459;713754	+;+	2481	544	705	985	1165	95	53	174	73	57	105	27	47	82	64	42	90	70	62	247	110	51	85	103	106
DDB_G0278333	3;3;3	713852;715386;715892	715235;715787;716167	-;-;-	2062	31786	36985	24843	27227	5196	4809	5061	2275	8480	14446	18391	6775	61776	26145	39009	19877	30284	20702	26920	12541	5356	5230	7612	4436
DDB_G0278335	3;3	716610;717015	716902;717262	-;-	541	457	684	541	556	2085	819	1338	1222	764	715	280	413	995	247	818	819	1492	603	819	695	1939	1460	1033	1835
DDB_G0278337	3;3	717829;718388	718118;718568	-;-	471	365	652	1047	1020	468	974	605	248	287	182	142	77	296	130	806	459	956	1043	923	497	1296	269	1180	964
DDB_G0278339	3;3	719660;720789	720690;722180	+;+	2423	283	821	405	663	1533	789	690	834	1625	1774	154	723	1019	232	697	648	728	250	689	448	756	470	413	508
DDB_G0278341	3;3	722601;723456	723373;724035	-;-	1353	42623	53732	58068	55283	4016	4254	2020	2034	3576	2678	2144	767	3487	999	1848	1640	2934	1949	1782	1957	5751	873	1248	2180
DDB_G0278345	3	726196	728064	+	1869	53304	72734	51895	60720	4552	3408	3248	1468	1994	2087	898	807	1050	395	1546	1217	1233	920	1113	1324	2904	626	1208	1752
DDB_G0278347	3;3	729623;729989	729871;730224	+;+	485	4	4	2	3	28	8	3	18	3	4	2	2	2	0	1	2	6	7	6	0	16	3	3	6
DDB_G0278349	3;3;3;3	731119;731681;731977;732171	731439;731890;732062;732559	+;+;+;+	1006	7982	9683	7311	8252	3755	2874	2900	1805	3763	4308	3364	2369	3487	1816	1404	1919	3288	2040	3232	1856	2396	2306	2237	2585
DDB_G0278351	3;3	734428;734943	734825;737543	+;+	2999	1057	1217	1104	1301	533	1055	383	312	820	630	62	146	317	173	266	229	1066	645	574	1038	1555	343	328	710
DDB_G0278353	3;3;3;3	737677;738920;739181;739483	738855;739069;739391;739535	-;-;-;-	1593	281	258	280	268	258	336	144	139	253	270	192	144	581	173	166	152	629	349	348	493	354	204	184	277
DDB_G0278355	3	739649	741739	+	2091	844	1035	1050	1037	261	398	314	167	1052	753	328	258	849	239	528	364	739	432	393	500	666	374	233	386
DDB_G0278357	3;3	741857;742334	742113;742531	-;-	455	1182	1380	1445	1312	693	893	532	370	514	491	296	173	589	291	403	332	981	665	688	517	1116	379	543	883
DDB_G0277867	3;3;3	743092;743846;744221	743625;743918;744234	-;-;-	621	15171	17989	13513	14192	10177	16855	7102	10298	14024	15176	14605	6969	40239	14152	26575	16229	33438	29438	24393	17551	21449	4588	9245	14086
DDB_G0277841	3;3;3	746045;746375;746888	746240;746752;749671	+;+;+	3358	2276	2605	2355	2428	358	137	218	109	451	738	196	271	450	400	282	161	265	119	336	263	263	207	140	155
DDB_G0278359	3	749797	752378	-	2582	45	66	57	43	6	11	12	9	67	70	25	7	21	2	8	14	19	9	15	20	13	4	9	5
DDB_G0278665	3;3;3	753028;756404;756946	756202;756522;757087	-;-;-	3436	4863	6821	4604	5009	1393	3066	1632	818	7214	6487	2129	3071	5673	2696	2230	2402	9251	3952	5851	7141	4312	3249	2222	3058
DDB_G0278667	3	758682	759337	+	656	1796	1684	1369	1473	8323	7554	3420	2680	12148	10039	7465	2658	12608	4554	12335	4944	12225	7763	6061	5252	17307	3074	4600	6598
